L.glottocode,name,dataset,dialect,Consonant,Vowel,Group
jaqa1244,Jaqaru,spa,Aymara - ~N/A~,36,6,36006
chim1302,Quechua (Ecuadorean),ph,Chimborazo Quichua - ~N/A~,31,5,31005
para1311,Guaraní,spa,Guarani - ~N/A~,24,12,24012
moro1292,Arabic (Moroccan),spa,Moroccan Arabic - ~N/A~,74,4,74004
kamb1299,Kambera,gm,Kambera - ~N/A~,19,10,19010
bard1255,Bardi,er,Bardi - ~N/A~,17,7,17007
ache1246,Aché,saphon,Aché - ~N/A~,22,12,22012
tamn1235,Asmat,spa,Asmat - ~N/A~,14,5,14005
udmu1245,Udmurt,ea,Udmurt - Udmurt (Standard),29,7,29007
kuku1273,Kuku-Yalanji,er,Kuku Yalanji - ~N/A~,13,3,13003
saek1240,Saek,ea,Saek - ~N/A~,23,21,23021
koho1244,Sre,upsid,SRE - ~N/A~,27,10,27010
chan1310,Chantyal,ea,Chantyal - ~N/A~,21,27,21027
cand1248,Candoshi,saphon,Candoshi-Shapra - ~N/A~,21,6,21006
hdii1240,Hdi,gm,Hide - ~N/A~,37,4,37004
bura1267,Burarra,er,Burarra - ~N/A~,21,5,21005
vaii1241,Vai,ph,Vai - ~N/A~,28,11,28011
dutc1256,Dutch,uz,Dutch - Belgian Standard Dutch,22,15,22015
khar1287,Kharia,upsid,KHARIA - ~N/A~,31,5,31005
movi1243,Movima,saphon,Movima - ~N/A~,19,10,19010
gour1243,Gurma,aa,Gulmancema - ~N/A~,20,10,20010
chiq1250,Mazatec (Chiquihuitlán),spa,Mazateco - ~N/A~,26,8,26008
muna1247,Muna,ph,Muna - ~N/A~,28,5,28005
sheh1240,Jibbali,ea,Jibbali - Jibbali (Central),30,8,30008
ocai1244,Ocaina,spa,Ocaina - ~N/A~,27,9,27009
kaba1278,Kabardian,ea,Kabardian - Kabardian (Turkish),44,7,44007
sout2965,Salish (Southern Puget Sound),spa,Salish - ~N/A~,36,7,36007
indo1316,Indonesian,gm,Indonesian - Standard,23,8,23008
maka1311,Makassar,gm,Makassar - ~N/A~,18,5,18005
kork1243,Korku,ea,Korku - ~N/A~,31,10,31010
bard1255,Bardi,upsid,BARDI - ~N/A~,17,7,17007
cams1241,Camsá,upsid,CAMSA - ~N/A~,22,6,22006
nyan1301,Nyangumarda,er,Nyangumarta - ~N/A~,17,4,17004
avar1256,Avar,ea,Avar - Avar (Chadakolob),59,5,59005
puin1248,Puinave,saphon,Puinave - ~N/A~,8,11,8011
paco1243,Pacoh,upsid,PACOH - ~N/A~,18,15,18015
nama1264,Nama,upsid,NAMA - ~N/A~,32,9,32009
kano1245,Kanoê,saphon,Kanoé - ~N/A~,12,14,12014
arab1268,Arabela,saphon,Arabela - ~N/A~,19,10,19010
rikb1245,Rikbaktsa,saphon,Rikbaktsa - ~N/A~,14,14,14014
onaa1245,Selknam,saphon,Chon - ~N/A~,21,8,21008
remb1249,Rembarnga,er,Rembarrnga - ~N/A~,22,6,22006
wapi1253,Wapishana,saphon,Wapichana - ~N/A~,18,4,18004
faro1244,Faroese,ea,Faroese - ~N/A~,16,20,16020
maib1239,Maybrat,ph,Maybrat - ~N/A~,11,5,11005
cari1279,Carijona,saphon,Carijona - ~N/A~,14,7,14007
yano1262,Yanomámi,saphon,Yanomae of Demini/Tototopi - Yanomae of Demini/Tototopi,13,21,13021
umpi1239,Umpila,er,Umpila - ~N/A~,16,6,16006
zulu1248,Zulu,upsid,ZULU - ~N/A~,32,5,32005
wage1238,Wagiman,er,Wagiman - ~N/A~,22,5,22005
jica1244,Apache (Jicarilla),ph,Jicarilla Apache - Dulce,34,19,34019
thad1238,Thadou,ra,Thaadou - ~N/A~,23,8,23008
jama1261,Banawá,saphon,Jarawara - Jarawara,11,8,11008
ewon1239,Ewondo,aa,Ewondo - ~N/A~,15,7,15007
chim1300,Zoque (Chimalapa),ph,San Miguel Chimalapa Zoque - ~N/A~,20,6,20006
chuk1273,Chukchi,upsid,CHUKCHI - ~N/A~,15,7,15007
chac1249,Cayapa,upsid,CAYAPA - ~N/A~,24,4,24004
sout2840,Bobo Madaré (Northern),ph,Bobo - Bobo-Dioulasso,19,19,19019
stod1241,Tod,ea,Tod Tibetan - ~N/A~,35,6,35006
sion1247,Siona,upsid,SIONA - ~N/A~,18,12,18012
dido1241,Tsez,ea,Tsez - Tsez (Asax),36,6,36006
aran1237,Arandai,ph,Arandai - ~N/A~,13,5,13005
nara1262,Nara (in Ethiopia),uz,Nara - Higir,43,10,43010
kaba1278,Kabardian,spa,Kabardian - ~N/A~,49,7,49007
saki1248,Mekens,saphon,Sakirabiá - ~N/A~,16,10,16010
mats1244,Matsés,saphon,Matsés - ~N/A~,15,6,15006
nezp1238,Nez Perce,spa,Nez Perce - ~N/A~,26,10,26010
niel1243,Lua,upsid,LUA - ~N/A~,23,13,23013
tika1246,Tikar,aa,Tikar - ~N/A~,27,14,27014
yill1241,Yil,ph,Yil - ~N/A~,12,11,12011
temm1241,Tem,aa,Tem - ~N/A~,25,9,25009
stan1293,English,uz,English (British) - Liverpool,24,16,24016
gang1267,Yukulta,er,Gangalidda - ~N/A~,18,6,18006
nucl1643,Japanese,spa,Japanese - ~N/A~,27,11,27011
mapu1245,Mapudungun,spa,Araucanian - ~N/A~,20,6,20006
tari1256,Tariana,saphon,Tariana - ~N/A~,23,15,23015
squa1248,Squamish,spa,Squamish - ~N/A~,30,7,30007
swed1254,Swedish,ph,Swedish - Stockholm,18,17,18017
karo1304,Karok,spa,Karok - ~N/A~,27,11,27011
east2347,Tamang (Eastern),upsid,TAMANG - ~N/A~,19,10,19010
daur1238,Dagur,upsid,DAGUR - ~N/A~,22,7,22007
wang1291,Ngiyambaa,er,Ngiyambaa - ~N/A~,15,6,15006
tuni1252,Tunica,spa,Tunica - ~N/A~,18,7,18007
czec1258,Czech,ph,Czech - Prague,25,13,25013
wuch1236,Wu,spa,Wu - ~N/A~,29,9,29009
kaba1278,Kabardian,ea,Kabardian - Kabardian (Ulyap),55,8,55008
soni1259,Soninke,aa,Soninke - Soninke (Mali),24,15,24015
nort2815,Dinka,upsid,DINKA - ~N/A~,19,13,19013
bani1255,Baniwa,ph,Kurripako; Baniwa; Baniwa (Icana) - Ehe-Khenim,25,12,25012
sene1264,Seneca,upsid,SENECA - ~N/A~,11,8,11008
mund1326,Mündü,aa,Mündü - ~N/A~,29,9,29009
lule1238,Lule,saphon,Lule - ~N/A~,16,5,16005
avok1242,Avokaya,aa,Avokaya - ~N/A~,37,14,37014
taga1270,Tagalog,ea,Tagalog - ~N/A~,21,5,21005
khar1287,Kharia,ra,Kharia - ~N/A~,31,14,31014
assa1263,Assamese,uz,Assamese - Eastern districts of Assam (North Eastern state of India); Jorhat,23,10,23010
kett1243,Ket,upsid,KET - ~N/A~,18,7,18007
pula1262,Fula (Guinean),aa,Pular - ~N/A~,28,10,28010
ital1282,Italian,ea,Italian - ~N/A~,23,7,23007
poko1263,Pokot,gm,Pokot - ~N/A~,17,19,17019
waim1251,Roro,upsid,RORO - ~N/A~,9,5,9005
newa1246,Newari (Kathmandu),upsid,NEWARI - ~N/A~,24,8,24008
cham1312,Chamorro,spa,Chamorro - ~N/A~,30,6,30006
kuii1252,Kui (in India),ra,Kui - ~N/A~,20,19,20019
yany1243,Yanyuwa,er,Yanyuwa - ~N/A~,20,4,20004
loko1255,Loko,aa,Lɔkɔ - ~N/A~,18,7,18007
rita1239,Ritharngu,er,Ritharrngu - ~N/A~,25,6,25006
kirg1245,Kirghiz,upsid,KIRGHIZ - ~N/A~,22,8,22008
east2563,Cham (Eastern),gm,Phan Rang Cham (Eastern Cham) - ~N/A~,21,9,21009
kwaz1243,Kwaza,saphon,Kwaza - ~N/A~,19,16,19016
chac1251,Chácobo,saphon,Chácobo - ~N/A~,16,4,16004
lazz1240,Laz,ph,Laz - ~N/A~,27,5,27005
nucl1302,Georgian,spa,Georgian - ~N/A~,29,6,29006
alaw1244,Alawa,upsid,ALAWA - ~N/A~,22,4,22004
bouy1240,Yay,spa,Yay - ~N/A~,24,8,24008
waka1274,Wagawaga,er,Waka Waka - ~N/A~,13,10,13010
lahu1253,Lahu,upsid,LAHU - ~N/A~,26,9,26009
khar1287,Kharia,ph,Kharia - ~N/A~,37,10,37010
band1352,Bandi,aa,Bandi - Bandi (Gbande),23,21,23021
even1259,Evenki,ea,Solon - ~N/A~,17,8,17008
dutc1256,Dutch,uz,Dutch - the dialect of Maastricht (south-eastern dialect group; Central Limburgian),25,25,25025
rund1242,Rundi,ph,Rundi - ~N/A~,22,5,22005
gaam1241,Ingessana,gm,Gaahmg - ~N/A~,34,12,34012
thai1261,Thai,upsid,THAI - ~N/A~,21,9,21009
ilok1237,Ilocano,ea,Ilocano - ~N/A~,19,6,19006
tiwi1244,Tiwi,upsid,TIWI - ~N/A~,22,4,22004
sora1254,Sora,ea,Sora - Sora (Gumma Hills),18,8,18008
kups1238,Sebei,upsid,SEBEI - ~N/A~,14,12,14012
adan1251,Adang,ph,Adang - ~N/A~,18,22,18022
ngal1292,Ngalkbun,er,Dalabon - ~N/A~,23,6,23006
gamo1243,Gamo,gm,Gamo - ~N/A~,26,10,26010
nucl1460,Madurese,gm,Madurese - Bangkalan,27,8,27008
loma1260,Loma,gm,Looma - ~N/A~,21,28,21028
motl1237,Mwotlap,ph,Mwotlap - ~N/A~,15,7,15007
wamb1258,Wambaya,er,Wambaya - ~N/A~,17,6,17006
uppe1439,Chehalis (Upper),upsid,UPPER CHEHALIS - ~N/A~,30,4,30004
shua1257,Jivaro,upsid,JIVARO - ~N/A~,15,8,15008
mara1386,Maranungku,spa,Maranungku - ~N/A~,19,5,19005
lang1320,Langi,ph,Langi - ~N/A~,32,20,32020
mode1248,Greek (Modern),uz,Greek - Standard Modern Greek (Athenian),18,5,18005
nort2957,Nahuatl (North Puebla),upsid,NAHUATL - ~N/A~,16,4,16004
brib1243,Bribri,upsid,BRIBRI - ~N/A~,18,9,18009
moch1256,Chaga,gm,Kimochi - ~N/A~,20,5,20005
jola1263,Diola-Fogny,upsid,DIOLA - ~N/A~,19,10,19010
mamb1294,Mambai,ph,Mambay; Mambai - ~N/A~,26,24,26024
hebr1245,Hebrew (Modern Ashkenazic),uz,Hebrew - Oriental Dialect,22,5,22005
port1283,Portuguese,uz,Portuguese (Brazilian) - São Paulo,20,27,20027
anei1239,Anejom,ph,Aneityum; Anejom̃ - ~N/A~,21,5,21005
biri1256,Biri,er,Yangga - ~N/A~,15,3,15003
chuv1255,Chuvash,spa,Chuvash - ~N/A~,30,9,30009
kulu1253,Kulung,ph,Kulung - ~N/A~,22,21,22021
warl1256,Warluwara,er,Warluwarra - ~N/A~,29,4,29004
came1252,Mambila,aa,Mambila - Mambila (Cameroon),24,12,24012
stan1293,English,ea,English - English (Liverpool),24,16,24016
tach1250,Tashlhiyt,uz,Tashlhiyt Berber - ~N/A~,71,3,71003
chec1245,Chechen,ph,Chechen - ~N/A~,32,12,32012
sanm1287,Huave (San Mateo del Mar),ph,Huave,18,6,18006
yucu1253,Yucuna,saphon,Yucuna - ~N/A~,16,5,16005
kham1282,Kham (Dege),ea,Kham Tibetan - ~N/A~,44,7,44007
came1252,Mambila,upsid,MAMBILA - ~N/A~,19,6,19006
ingu1240,Ingush,ea,Ingush - ~N/A~,52,17,52017
ewee1241,Ewe,aa,Eʋe - ~N/A~,27,12,27012
dutc1256,Dutch,uz,Dutch - the Flemish-Brabant dialect of Orsmaal-gussenhoven,24,33,24033
achi1257,Acehnese,ph,Acehnese - ~N/A~,21,34,21034
naas1242,Nasioi,spa,Nasioi - ~N/A~,8,10,8010
brah1256,Brahui,upsid,BRAHUI - ~N/A~,24,9,24009
bero1242,Birom,aa,Berom - ~N/A~,24,7,24007
nyun1247,Nyungar,er,Minang - ~N/A~,17,5,17005
wanm1242,Wanman,er,Warnman - ~N/A~,17,6,17006
bret1244,Breton,ea,Breton - Breton (Bothoa),32,34,32034
east2440,Taba,ph,Taba - Makian Island,32,5,32005
woiw1237,Woiwurrung,er,Boonwurrung - ~N/A~,20,3,20003
swah1253,Swahili,aa,Swahili - ~N/A~,32,5,32005
sora1254,Sora,ph,Savara - ~N/A~,19,11,19011
ambu1247,Ambulas,ph,Abulas - ~N/A~,17,7,17007
chim1301,Chimariko,ph,Chimariko - ~N/A~,33,9,33009
libe1247,Kpelle,spa,Kpelle - ~N/A~,32,14,32014
east2440,Taba,gm,Makian,18,5,18005
murl1244,Murle,aa,Murle - ~N/A~,20,14,20014
masa1300,Maasai,upsid,MAASAI - ~N/A~,19,9,19009
waor1240,Waorani,saphon,Waorani - ~N/A~,12,20,12020
nubi1253,Nubi,ph,Nubi - ~N/A~,30,5,30005
kabi1261,Kabiyé,ph,Kabiye - Somdina,22,23,22023
siri1273,Sirionó,spa,Siriono - ~N/A~,18,10,18010
gunw1252,Bininj Gun-Wok,ph,Gunwinggu - ~N/A~,19,5,19005
kaya1329,Kayabí,ph,Kaiabi - ~N/A~,14,10,14010
qima1242,Kemant,ph,Agaw - ~N/A~,28,7,28007
hawa1245,Hawaiian,upsid,HAWAIIAN - ~N/A~,8,5,8005
nung1283,Nung (in Vietnam),upsid,LUNGCHOW - ~N/A~,21,11,21011
macu1259,Macushi,saphon,Macushi - ~N/A~,10,12,10012
noma1263,Nomatsiguenga,saphon,Nomatsigenga - ~N/A~,16,9,16009
bafi1243,Bafia,gm,kpaʔ - ~N/A~,25,18,25018
gali1262,Carib,saphon,Carib - Venezuela dialect,9,6,9006
amoo1242,Amo,upsid,AMO - ~N/A~,25,10,25010
pitt1247,Pitta Pitta,er,Pitta Pitta - ~N/A~,21,5,21005
enge1239,Engenni,aa,Engenni - ~N/A~,20,10,20010
sion1247,Siona,saphon,Siona - ~N/A~,18,12,18012
alya1239,Alyawarra,ph,Alyawarra - ~N/A~,25,7,25007
iumi1238,Mien,spa,Yao - ~N/A~,35,8,35008
nucl1440,Masalit,gm,Masalit - ~N/A~,31,10,31010
bats1242,Tsova-Tush,ea,Bats - ~N/A~,33,18,33018
leco1242,Leko,saphon,Leco - ~N/A~,24,6,24006
sooo1256,So,gm,Soo - ~N/A~,18,10,18010
para1311,Guaraní,upsid,GUARANI - ~N/A~,24,12,24012
gali1262,Carib,spa,Carib - ~N/A~,16,12,16012
ticu1245,Ticuna,upsid,TICUNA - ~N/A~,18,11,18011
buna1275,Bunuba,er,Bunuba - ~N/A~,20,4,20004
chua1250,Chuave,upsid,CHUAVE - ~N/A~,12,5,12005
yess1239,Yessan-Mayo,upsid,YESSAN-MAYO - ~N/A~,16,4,16004
chum1261,Chumburung,aa,Chumburung - ~N/A~,21,9,21009
apuc1241,Great Andamanese,ra,Andamanese - ~N/A~,25,10,25010
sipa1247,Sipakapense,ph,Sipakapense Maya - ~N/A~,22,10,22010
irar1238,Irarutu,upsid,IRARUTU - ~N/A~,12,7,12007
wand1263,Warndarang,er,Warndarrang - ~N/A~,17,3,17003
amii1238,Emmi,er,Emmi - ~N/A~,27,5,27005
wara1303,Warao,upsid,WARAO - ~N/A~,11,10,11010
mufi1238,Mufian,ph,Muhiang - ~N/A~,17,5,17005
puel1244,Gününa Küne,saphon,Günün Yajich - ~N/A~,29,7,29007
nucl1305,Kannada,ea,Kannada - Kannada (Standard),34,10,34010
jebe1250,Jebero,saphon,Shiwilu - ~N/A~,17,4,17004
nige1253,Fulfulde (Nigerian),gm,fulfulde (NGA) - Kaceccereere,47,10,47010
djeo1235,Jabutí,saphon,Jabutí - ~N/A~,14,10,14010
mose1249,Mosetén,saphon,Tsimané - Tsimané,23,18,23018
kima1246,Kimaghama,ph,Khmu - ~N/A~,20,20,20020
amdo1237,Amdo,ea,Themchen Tibetan - ~N/A~,43,6,43006
ngar1284,Ungarinjin,upsid,NGARINJIN - ~N/A~,18,6,18006
ejag1239,Ejagham,upsid,EJAGHAM - ~N/A~,20,7,20007
nyun1247,Nyungar,er,Wiilman - ~N/A~,17,5,17005
hawa1245,Hawaiian,spa,Hawaiian - ~N/A~,9,10,9010
ngas1240,Angas,aa,Angas - ~N/A~,24,9,24009
ladi1251,Ladino,uz,Judeo-Spanish - Istanbul Judeo-Spanish,20,14,20014
adio1239,Adioukrou,gm,Adioukrou - ~N/A~,21,7,21007
tlac1235,Tepehua (Tlachichilco),ph,Tepehua - ~N/A~,24,10,24010
mund1330,Mundurukú,saphon,Mundurukú - ~N/A~,17,20,17020
lish1246,Neo-Aramaic (Persian Azerbaijan),upsid,NEO-ARAMAIC - ~N/A~,24,16,24016
lazz1240,Laz,ea,Laz - Laz (Borçka),33,5,33005
cent2194,Berber (Middle Atlas),gm,Tamazight Berber - ~N/A~,36,3,36003
bodo1267,Gutob,ea,Gutob - Gutob (Koraput),17,19,17019
abip1241,Abipón,upsid,ABIPON - ~N/A~,15,5,15005
vagl1239,Vagla,aa,Vagala - ~N/A~,24,30,24030
hueh1236,Tepehua (Huehuetla),ph,Tepehua,26,10,26010
hara1271,Harari,gm,Harari - ~N/A~,25,9,25009
kumi1248,Diegueño (Mesa Grande),upsid,DIEGUENO - ~N/A~,25,9,25009
toba1269,Toba,ph,Toba (Argentina) - ~N/A~,21,7,21007
west2354,Frisian (Western),ea,Frisian - Frisian (West),19,32,19032
nucl1240,Mumuye,upsid,MUMUYE - ~N/A~,23,11,23011
ejag1239,Ejagham,aa,Ejagham de l'ouest - ~N/A~,21,7,21007
dhiv1236,Dhivehi,ea,Dhivehi - Dhivehi (Malé),27,12,27012
ngem1255,Mankon,ph,Ngemba - Mankon,29,9,29009
maun1240,Maung,er,Mawng - ~N/A~,17,5,17005
cent2142,Aymara (Central),saphon,Aymara - Central dialect,26,6,26006
amha1245,Amharic,spa,Amharic - ~N/A~,52,7,52007
binu1245,Binumarien,ph,Binumarien - ~N/A~,11,5,11005
stan1306,Malay,spa,Malay - ~N/A~,21,6,21006
yaku1245,Yakut,ea,Sakha - Sakha (Standard),20,20,20020
anuf1239,Anufo,aa,Anufɔ - ~N/A~,22,19,22019
kera1255,Kera,uz,Kera - Standard,24,6,24006
kano1245,Kanoê,ph,Kanoe - ~N/A~,12,14,12014
boro1277,Shinassha,ra,BoRo - ~N/A~,22,8,22008
zand1248,Zande,aa,Zande - ~N/A~,24,5,24005
fefe1239,Fe'fe',aa,Fe'efe'fe - ~N/A~,23,16,23016
west2369,Persian,ea,Farsi - ~N/A~,23,6,23006
cent1972,Kurdish (Central),ea,Kurdish - Kurdish (Sorani),31,8,31008
gida1247,Gidar,ph,Kada - Guidar,28,8,28008
agua1253,Aguaruna,saphon,Aguaruna - ~N/A~,12,8,12008
urar1246,Urarina,saphon,Urarina - ~N/A~,16,5,16005
chac1251,Chácobo,spa,Chacobo - ~N/A~,17,4,17004
ejag1239,Ejagham,gm,Ejagham - ~N/A~,19,7,19007
shan1277,Shan,ea,Shan - Shan (Kunlong),21,10,21010
slov1268,Slovene,ea,Slovene - Slovene (Standard),22,13,22013
wari1268,Wari',saphon,Wari' - ~N/A~,15,6,15006
mose1249,Mosetén,saphon,Mosetén de Covendo - Mosetén de Covendo,23,16,23016
kawa1283,Kawaiisu,upsid,KAWAIISU - ~N/A~,25,6,25006
mang1394,Mangbetu,aa,Mangbetu - Mangbetu (Meje),36,9,36009
baka1272,Baka (in Cameroon),gm,Baka - ~N/A~,25,7,25007
nucl1632,Sentani,spa,Sentani - ~N/A~,10,7,10007
sikk1242,Sikkimese,ea,Denjongka - ~N/A~,37,28,37028
swah1253,Swahili,spa,Swahili - ~N/A~,31,5,31005
iaai1238,Iaai,upsid,IAI - ~N/A~,36,16,36016
akan1250,Akan,gm,Akan - ~N/A~,28,30,28030
konn1242,Konni,ph,Konni - ~N/A~,31,18,31018
paez1247,Páez,spa,Paez - ~N/A~,29,10,29010
pala1344,Palauan,ph,Palauan - ~N/A~,10,12,10012
chib1270,Muisca,saphon,Muisca - ~N/A~,16,6,16006
nucl1310,Burmese,ea,Burmese - Burmese (Rangoon),33,21,33021
minn1241,Min (Southern),upsid,XIAMEN - ~N/A~,19,6,19006
amha1245,Amharic,uz,Amharic - Gondar,61,7,61007
bili1260,Bilin,gm,Blin - ~N/A~,31,7,31007
finn1318,Finnish,spa,Finnish - ~N/A~,25,17,25017
belh1239,Belhare,uz,Belhare - ~N/A~,28,8,28008
luva1239,Luvale,spa,Luvale - ~N/A~,22,10,22010
mode1248,Greek (Modern),uz,Greek - Cypriot Greek (Nicosia),36,5,36005
gupa1247,Gupapuyngu,er,Gupapuyngu - ~N/A~,25,6,25006
mbab1239,Mbabaram,upsid,MBABARAM - ~N/A~,20,4,20004
dadi1250,Dadibi,upsid,DADIBI - ~N/A~,13,10,13010
deni1241,Dení,saphon,Dení - ~N/A~,18,4,18004
esto1258,Estonian,ea,Estonian - Estonian (Standard),17,9,17009
chac1249,Cayapa,saphon,Cha'palaa - ~N/A~,23,4,23004
ntom1248,Ntomba,gm,Bokala-Nkole - Nkole,23,7,23007
djee1236,Ndjébbana,er,Ndjebbana - ~N/A~,16,5,16005
guja1252,Gujarati,ra,Gujarati - ~N/A~,35,25,35025
luok1236,Luo,aa,Dholuo - ~N/A~,26,9,26009
nort2745,Yukaghir (Tundra),upsid,YUKAGHIR - ~N/A~,20,6,20006
kham1282,Kham (Dege),ea,Dongwang Tibetan - ~N/A~,49,29,49029
logo1259,Logoti,gm,Logo - ~N/A~,27,9,27009
dutc1256,Dutch,ea,Dutch - ~N/A~,18,25,18025
nias1242,Nias,gm,Nias - Selatan,19,6,19006
cent2050,Kanuri,spa,Kanuri - ~N/A~,25,6,25006
imba1240,Quechua (Imbabura),saphon,Imbabura Quichua - ~N/A~,17,3,17003
yala1262,Yalarnnga,er,Yalarnnga - ~N/A~,20,4,20004
nava1243,Navajo,upsid,NAVAJO - ~N/A~,31,16,31016
meen1242,Me'en,gm,Me'en - ~N/A~,26,14,26014
sinh1246,Sinhala,upsid,SINHALESE - ~N/A~,22,14,22014
haus1257,Hausa,aa,Hausa - Hausa (Nigeria),25,6,25006
teke1280,Teke (Southern),upsid,TEKE - ~N/A~,21,7,21007
kalm1243,Kalmyk,ea,Kalmyk - Kalmyk (Standard),23,16,23016
chac1249,Cayapa,spa,Cayapa - ~N/A~,24,4,24004
yayg1236,Yaygir,er,Yaygir - ~N/A~,14,6,14006
shan1277,Shan,ea,Shan - Shan (Hsi Paw),22,10,22010
tetu1245,Tetun,upsid,TETUN - ~N/A~,14,5,14005
marg1265,Margi,spa,Margi - ~N/A~,36,6,36006
veng1238,Babungo,aa,Babungo - Babungo (Grassfields Bantu,56,17,56017
gayo1244,Gayo,ph,Gayo - ~N/A~,19,8,19008
malt1254,Maltese,ea,Maltese - Maltese (Standard),24,11,24011
mogh1245,Moghol,upsid,MOGHOL - ~N/A~,24,5,24005
maca1260,Maca,saphon,Maka - ~N/A~,22,10,22010
curr1243,Curripaco,saphon,Curripaco - ~N/A~,25,4,25004
bond1245,Remo,ea,Remo - Remo (Hills variety),21,21,21021
idaa1241,Begak-Ida'an,ph,Ida''an' - Begak,17,6,17006
asha1243,Campa (Axininca),saphon,Asháninka - ~N/A~,14,8,14008
talo1250,Jomang,upsid,JOMANG - ~N/A~,14,7,14007
tuvi1240,Tuvan,ph,Tuva; Tuvan - ~N/A~,21,16,21016
guma1253,Gumatj,er,Gumatj - ~N/A~,25,6,25006
biri1256,Biri,er,Barna - ~N/A~,15,3,15003
mand1415,Mandarin,upsid,MANDARIN - ~N/A~,25,7,25007
dutc1256,Dutch,uz,Dutch - the Belgian Limburg dialect of Hamont (belongs to the West Limburg dialects,22,36,22036
nucl1339,Temein,upsid,TEMEIN - ~N/A~,18,7,18007
kyer1238,Kyirong,ea,Kyirong Tibetan - ~N/A~,40,23,40023
wapi1253,Wapishana,upsid,WAPISHANA - ~N/A~,17,8,17008
bini1246,Bini,aa,Ẹdo - ~N/A~,25,21,25021
miri1266,Miriwung,er,Miriwoong - ~N/A~,16,4,16004
bani1255,Baniwa,saphon,Baniwa - Central,16,8,16008
guam1248,Guambiano,saphon,Guambiano - ~N/A~,20,5,20005
icel1247,Icelandic,ea,Icelandic - ~N/A~,30,15,30015
kuni1267,Kunimaipa,upsid,KUNIMAIPA - ~N/A~,15,5,15005
biri1256,Biri,er,Miyan - ~N/A~,15,3,15003
natu1246,Natügu,upsid,NAMBAKAENGO - ~N/A~,30,17,30017
timn1235,Temne,upsid,TEMNE - ~N/A~,17,8,17008
waja1257,Watjarri,er,Watjarri - ~N/A~,20,6,20006
savo1255,Savosavo,upsid,SAVOSAVO - ~N/A~,17,5,17005
kaba1278,Kabardian,ea,Kabardian - Kabardian (Baksan),47,8,47008
apur1254,Apurinã,saphon,Apurinã - ~N/A~,14,20,14020
mbay1241,Mbay,gm,Mbay - ~N/A~,22,19,22019
samo1303,Samo,ph,Samo - ~N/A~,12,6,12006
ceba1235,Senadi,upsid,SENADI - ~N/A~,24,12,24012
bani1255,Baniwa,saphon,Baniwa - Rio Negro,18,8,18008
tiga1245,Tigak,upsid,TIGAK - ~N/A~,12,5,12005
samb1305,Samba Leko,ph,Samba Leko - ~N/A~,22,9,22009
stan1295,German,upsid,GERMAN - ~N/A~,22,19,22019
sher1255,Sherpa,ea,Solu Sherpa - Solu Sherpa (Hile),34,16,34016
yaoo1241,Yao (in Malawi),gm,yao - ~N/A~,18,7,18007
stan1306,Malay,uz,Standard Malay - Standard Malay (Brunei),24,6,24006
east2304,Baluchi,ea,Eastern Hill Balochi - ~N/A~,35,19,35019
sgaw1245,Karen (Sgaw),upsid,KAREN - ~N/A~,27,9,27009
ajas1235,Aja,gm,aja - ~N/A~,38,10,38010
tera1251,Tera,upsid,TERA - ~N/A~,42,6,42006
mamp1244,Mampruli,aa,Mampruli - ~N/A~,22,10,22010
kuma1273,Kumauni,ra,Kumauni - ~N/A~,31,11,31011
anga1290,Angaataha,upsid,ANGAATIHA - ~N/A~,12,9,12009
east2337,Shira Yughur,ea,Eastern Yugur - ~N/A~,28,14,28014
cavi1250,Cavineña,saphon,Cavineña - ~N/A~,20,4,20004
biak1248,Biak,ph,Biak - ~N/A~,14,10,14010
stan1293,English,uz,English (American) - Western and Mid-Western US; Southern California,24,15,24015
ceba1235,Senadi,gm,Senoufo,24,16,24016
nucl1643,Japanese,upsid,JAPANESE - ~N/A~,15,5,15005
slov1268,Slovene,ph,Slovene - Standard Slovene,21,16,21016
darm1243,Darma,ea,Darma - ~N/A~,26,8,26008
sout2750,Yukaghir (Kolyma),ea,Kolyma Yukaghir - ~N/A~,20,16,20016
wayu1243,Goajiro,spa,Goajiro - ~N/A~,28,18,28018
ekar1243,Ekari,upsid,EKARI - ~N/A~,10,5,10005
kase1253,Kasem,aa,Kasem - ~N/A~,19,20,19020
baou1238,Baule,aa,Baoulé - Baoulé (Baule; Baulé),21,12,21012
thai1261,Thai,spa,Thai - ~N/A~,21,18,21018
lisu1250,Lisu,ph,Lisu - ~N/A~,25,8,25008
hung1274,Hungarian,upsid,HUNGARIAN - ~N/A~,26,14,26014
tami1289,Tamil,ea,Tamil - ~N/A~,24,12,24012
basa1284,Basaá,aa,Basaa - ~N/A~,29,7,29007
boik1241,Boiken,ph,Boiken - ~N/A~,17,8,17008
gaga1251,Gaagudju,er,Gaagudju - ~N/A~,17,10,17010
kunz1244,Atacameño,saphon,Kunza - ~N/A~,23,10,23010
kham1282,Kham (Dege),ea,Rgyalthang Tibetan - ~N/A~,44,18,44018
maun1240,Maung,upsid,MAUNG - ~N/A~,17,5,17005
tong1325,Tongan,ph,Tongan; Tonga - ~N/A~,12,5,12005
nezp1238,Nez Perce,upsid,NEZ PERCE - ~N/A~,25,5,25005
juan1238,Juang,ea,Juang - ~N/A~,19,18,19018
dera1245,Dla (Proper),upsid,DERA - ~N/A~,11,6,11006
