glottocode,Phoneme,dataset
rutu1240,χʷˤ,upsid
rutu1240,χˤ,upsid
rutu1240,a,upsid
rutu1240,e̞,upsid
rutu1240,i,upsid
rutu1240,u,upsid
rutu1240,ɨ,upsid
sand1273,b,upsid
sand1273,d,upsid
sand1273,dz,upsid
sand1273,dɮ,upsid
sand1273,f,upsid
sand1273,h,upsid
sand1273,j,upsid
sand1273,k,upsid
sand1273,kǀ͓,upsid
sand1273,kǀ͓ʰ,upsid
sand1273,kǀ͓ˀ,upsid
sand1273,kǁ͓,upsid
sand1273,kǁ͓ʰ,upsid
sand1273,kǁ͓ˀ,upsid
sand1273,kǃ̠,upsid
sand1273,kǃ̠ʰ,upsid
sand1273,kǃ̠ˀ,upsid
sand1273,kʰ,upsid
sand1273,kʼ,upsid
sand1273,l,upsid
sand1273,m,upsid
sand1273,n,upsid
sand1273,p,upsid
sand1273,pʰ,upsid
sand1273,pʼ,upsid
sand1273,s,upsid
sand1273,t,upsid
sand1273,ts,upsid
sand1273,tsʰ,upsid
sand1273,tsʼ,upsid
sand1273,tɬ,upsid
sand1273,tɬʼ,upsid
sand1273,tʰ,upsid
sand1273,tʼ,upsid
sand1273,w,upsid
sand1273,x,upsid
sand1273,ŋ,upsid
sand1273,ŋǀ͓,upsid
sand1273,ŋǁ͓,upsid
sand1273,ŋǃ̠,upsid
sand1273,ɡ,upsid
sand1273,ɡǀ͓,upsid
sand1273,ɡǁ͓,upsid
sand1273,ɡǃ̠,upsid
sand1273,ɬ,upsid
sand1273,ɾ,upsid
sand1273,ʔ,upsid
sand1273,a,upsid
sand1273,e̞,upsid
sand1273,i,upsid
sand1273,i̥,upsid
sand1273,o̞,upsid
sand1273,u,upsid
sand1273,u̥,upsid
sang1328,b,upsid
sang1328,d̪|d,upsid
sang1328,f,upsid
sang1328,h,upsid
sang1328,j,upsid
sang1328,k,upsid
sang1328,kp,upsid
sang1328,l,upsid
sang1328,m,upsid
sang1328,mb,upsid
sang1328,n̠ʒ,upsid
sang1328,n̪d̪|nd,upsid
sang1328,n̪|n,upsid
sang1328,p,upsid
sang1328,t̪|t,upsid
sang1328,v,upsid
sang1328,w,upsid
sang1328,ŋmɡb,upsid
sang1328,ŋɡ,upsid
sang1328,ɓ,upsid
sang1328,ɡ,upsid
sang1328,ɡb,upsid
sang1328,ɱv,upsid
sang1328,ɺ̠,upsid
sang1328,ʃ,upsid
sang1328,ʒ,upsid
sang1328,a,upsid
sang1328,ã,upsid
sang1328,e,upsid
sang1328,i,upsid
sang1328,o,upsid
sang1328,u,upsid
sang1328,ũ,upsid
sang1328,ɔ,upsid
sang1328,ɔ̃,upsid
sang1328,ɛ,upsid
sang1328,ɛ̃,upsid
yaku1245,b,upsid
yaku1245,d̠ʒ,upsid
yaku1245,d̪|d,upsid
yaku1245,f,upsid
yaku1245,j,upsid
yaku1245,j̃,upsid
yaku1245,k,upsid
yaku1245,l̪ˠ|lˠ,upsid
yaku1245,m,upsid
yaku1245,n̪,upsid
yaku1245,p,upsid
yaku1245,r̪|r,upsid
yaku1245,s̪,upsid
yaku1245,t̠ʃ,upsid
yaku1245,t̪|t,upsid
yaku1245,v,upsid
yaku1245,z̪,upsid
yaku1245,ŋ,upsid
yaku1245,ɡ,upsid
yaku1245,ɲ,upsid
yaku1245,ʃ,upsid
yaku1245,ʒ,upsid
yaku1245,a,upsid
yaku1245,i,upsid
yaku1245,ie̞,upsid
yaku1245,u,upsid
yaku1245,uo,upsid
yaku1245,y,upsid
yaku1245,yø̞,upsid
yaku1245,œ,upsid
yaku1245,ɔ,upsid
yaku1245,ɛ,upsid
yaku1245,ɯ,upsid
yaku1245,ɯa,upsid
seda1262,b̰,upsid
seda1262,d̪̰|d̰,upsid
seda1262,h,upsid
seda1262,j,upsid
seda1262,j̥,upsid
seda1262,j̰,upsid
seda1262,k,upsid
seda1262,kʰ,upsid
seda1262,l̪|l,upsid
seda1262,l̪̥|l̥,upsid
seda1262,l̪̰|l̰,upsid
seda1262,m,upsid
seda1262,mb,upsid
seda1262,m̥,upsid
seda1262,m̰,upsid
seda1262,n̠d̠ʒ,upsid
seda1262,n̪d̪|nd,upsid
seda1262,n̪|n,upsid
seda1262,n̪̥|n̥,upsid
seda1262,n̪̰|n̰,upsid
seda1262,p,upsid
seda1262,pʰ,upsid
seda1262,r̪|r,upsid
seda1262,r̪̥|r̥,upsid
seda1262,r̪̰|r̰,upsid
seda1262,s̪|s,upsid
seda1262,t̠ʃ,upsid
seda1262,t̪|t,upsid
seda1262,t̪ʰ|tʰ,upsid
seda1262,w,upsid
seda1262,w̰,upsid
seda1262,ŋ,upsid
seda1262,ŋɡ,upsid
seda1262,ŋ̥,upsid
seda1262,ŋ̰,upsid
seda1262,ɲ,upsid
seda1262,ɲ̥,upsid
seda1262,ɲ̰,upsid
seda1262,ʃ,upsid
seda1262,ʍ,upsid
seda1262,ʔ,upsid
seda1262,a,upsid
seda1262,a̰,upsid
seda1262,e,upsid
seda1262,ḛ,upsid
seda1262,i,upsid
seda1262,ḭ,upsid
seda1262,o,upsid
seda1262,o̰,upsid
seda1262,u,upsid
seda1262,ṵ,upsid
seda1262,ɔ,upsid
seda1262,ɔ̰,upsid
seda1262,ɛ,upsid
seda1262,ɛ̰,upsid
sene1264,b,upsid
sene1264,d̪z̪|dz,upsid
sene1264,h,upsid
sene1264,j,upsid
sene1264,k,upsid
sene1264,m,upsid
sene1264,n̪|n,upsid
sene1264,s̪|s,upsid
sene1264,t̪|t,upsid
sene1264,w,upsid
sene1264,ʔ,upsid
sene1264,a,upsid
sene1264,e,upsid
sene1264,i,upsid
sene1264,o̞,upsid
sene1264,u,upsid
sene1264,æ,upsid
sene1264,ɔ̃,upsid
sene1264,ɛ̃,upsid
ceba1235,b,upsid
ceba1235,d̪|d,upsid
ceba1235,d̪ʲ|dʲ,upsid
ceba1235,f,upsid
ceba1235,j,upsid
ceba1235,k,upsid
ceba1235,kp,upsid
ceba1235,l̪|l,upsid
ceba1235,m,upsid
ceba1235,n̪|n,upsid
ceba1235,p,upsid
ceba1235,s̪|s,upsid
ceba1235,s̪ʲ|sʲ,upsid
ceba1235,t̪|t,upsid
ceba1235,t̪ʲ|tʲ,upsid
ceba1235,v,upsid
ceba1235,w,upsid
ceba1235,z̪|z,upsid
ceba1235,z̪ʲ|zʲ,upsid
ceba1235,ŋ,upsid
ceba1235,ɡ,upsid
ceba1235,ɡb,upsid
ceba1235,ɲ,upsid
ceba1235,ʔ,upsid
ceba1235,a,upsid
ceba1235,ã,upsid
ceba1235,e,upsid
ceba1235,i,upsid
ceba1235,ĩ,upsid
ceba1235,o,upsid
ceba1235,u,upsid
ceba1235,ũ,upsid
ceba1235,ɔ,upsid
ceba1235,ɔ̃,upsid
ceba1235,ɛ,upsid
ceba1235,ɛ̃,upsid
selk1253,R̪|R,upsid
selk1253,j,upsid
selk1253,k,upsid
selk1253,l̪|l,upsid
selk1253,l̪ʲ|lʲ,upsid
selk1253,m,upsid
selk1253,n̪|n,upsid
selk1253,p,upsid
selk1253,q,upsid
selk1253,s̪|s,upsid
selk1253,t̪|t,upsid
selk1253,t̪ʲ|tʲ,upsid
selk1253,w,upsid
selk1253,ŋ,upsid
selk1253,ɣ,upsid
selk1253,ɲ,upsid
selk1253,ʃ,upsid
selk1253,ʈʂ,upsid
selk1253,a,upsid
selk1253,aː,upsid
selk1253,a̟,upsid
selk1253,a̟ː,upsid
selk1253,e̞,upsid
selk1253,e̞ː,upsid
selk1253,iː,upsid
selk1253,o̞,upsid
selk1253,o̞ː,upsid
selk1253,u,upsid
selk1253,uː,upsid
selk1253,y,upsid
selk1253,yː,upsid
selk1253,ø̞ː,upsid
selk1253,ɤ̞,upsid
selk1253,ɤ̞ː,upsid
koyr1242,R,upsid
koyr1242,b,upsid
koyr1242,d,upsid
koyr1242,f,upsid
koyr1242,j,upsid
koyr1242,k,upsid
koyr1242,l,upsid
koyr1242,m,upsid
koyr1242,n,upsid
koyr1242,s,upsid
koyr1242,t,upsid
koyr1242,w,upsid
koyr1242,z,upsid
koyr1242,ŋ,upsid
koyr1242,ɡ,upsid
koyr1242,a,upsid
koyr1242,ã,upsid
koyr1242,e̞,upsid
koyr1242,ẽ̞,upsid
koyr1242,i,upsid
koyr1242,o,upsid
koyr1242,õ,upsid
koyr1242,u,upsid
koyr1242,ũ,upsid
nucl1632,d̪|d,upsid
nucl1632,f,upsid
nucl1632,h,upsid
nucl1632,j,upsid
nucl1632,k,upsid
nucl1632,m,upsid
nucl1632,n̪|n,upsid
nucl1632,p,upsid
nucl1632,t̪|t,upsid
nucl1632,w,upsid
nucl1632,a̟,upsid
nucl1632,e,upsid
nucl1632,i,upsid
nucl1632,u,upsid
nucl1632,ɔ,upsid
nucl1632,ə,upsid
nucl1632,ɛ,upsid
xiri1243,h,upsid
xiri1243,j,upsid
xiri1243,k,upsid
xiri1243,m,upsid
xiri1243,n̪|n,upsid
xiri1243,p,upsid
xiri1243,s̪|s,upsid
xiri1243,t̠ʃ,upsid
xiri1243,t̪|t,upsid
xiri1243,t̪ʰ|tʰ,upsid
xiri1243,w,upsid
xiri1243,ɾ̪|ɾ,upsid
xiri1243,ʃ,upsid
xiri1243,a,upsid
xiri1243,ã,upsid
xiri1243,e̞,upsid
xiri1243,ẽ̞,upsid
xiri1243,i,upsid
xiri1243,ĩ,upsid
xiri1243,o̞,upsid
xiri1243,õ̞,upsid
xiri1243,ə,upsid
xiri1243,ə̃,upsid
xiri1243,ɯ,upsid
xiri1243,ɯ̃,upsid
tach1250,b,upsid
tach1250,d̪|d,upsid
tach1250,d̪ˤ|dˤ,upsid
tach1250,f,upsid
tach1250,h,upsid
tach1250,j,upsid
tach1250,k,upsid
tach1250,kˤ,upsid
tach1250,l̪|l,upsid
tach1250,l̪ˤ|lˤ,upsid
tach1250,m,upsid
tach1250,n̪|n,upsid
tach1250,r̪|r,upsid
tach1250,r̪ˤ|rˤ,upsid
tach1250,s̪|s,upsid
tach1250,s̪ˤ|sˤ,upsid
tach1250,t̪|t,upsid
tach1250,t̪ˤ|tˤ,upsid
tach1250,w,upsid
tach1250,x,upsid
tach1250,z̪|z,upsid
tach1250,z̪ˤ|zˤ,upsid
tach1250,ħ,upsid
tach1250,ɡ,upsid
tach1250,ɣ,upsid
tach1250,ʃ,upsid
tach1250,ʒ,upsid
tach1250,ʕ,upsid
tach1250,i,upsid
tach1250,u,upsid
tach1250,æ,upsid
shus1248,h,upsid
shus1248,j,upsid
shus1248,j̰,upsid
shus1248,k,upsid
shus1248,kʷ,upsid
shus1248,kʷˀ,upsid
shus1248,kˀ,upsid
shus1248,l̪|l,upsid
shus1248,l̪̰|l̰,upsid
shus1248,m,upsid
shus1248,m̰,upsid
shus1248,n̪|n,upsid
shus1248,n̪̰|n̰,upsid
shus1248,p,upsid
shus1248,pˀ,upsid
shus1248,q,upsid
shus1248,qʷ,upsid
shus1248,qʷˀ,upsid
shus1248,qˀ,upsid
shus1248,t̠ʃ,upsid
shus1248,t̠ʃˀ,upsid
shus1248,t̪|t,upsid
shus1248,t̪ɬ̪ˀ|tɬˀ,upsid
shus1248,w,upsid
shus1248,w̰,upsid
shus1248,x,upsid
shus1248,xʷ,upsid
shus1248,ɬ̪|ɬ,upsid
shus1248,ɰ,upsid
shus1248,ɰ̰,upsid
shus1248,ʁ̞,upsid
shus1248,ʁ̞ʷ,upsid
shus1248,ʁ̞̰ʷ,upsid
shus1248,ʃ,upsid
shus1248,ʔ,upsid
shus1248,χ,upsid
shus1248,χʷ,upsid
shus1248,a,upsid
shus1248,i,upsid
shus1248,u,upsid
shus1248,ɔ,upsid
shus1248,ə,upsid
shus1248,ɛ,upsid
shus1248,ʌ,upsid
shas1239,R̪|R,upsid
shas1239,h,upsid
shas1239,j,upsid
shas1239,k,upsid
shas1239,kʼ,upsid
shas1239,m,upsid
shas1239,n̪|n,upsid
shas1239,p,upsid
shas1239,pʼ,upsid
shas1239,s̪|s,upsid
shas1239,t̠ʃ,upsid
shas1239,t̠ʃʼ,upsid
shas1239,t̪|t,upsid
shas1239,t̪ʼ|tʼ,upsid
shas1239,w,upsid
shas1239,x,upsid
shas1239,ʔ,upsid
shas1239,a,upsid
shas1239,e̞,upsid
shas1239,i,upsid
shas1239,u,upsid
sinh1246,b,upsid
sinh1246,cç,upsid
sinh1246,d̪,upsid
sinh1246,j,upsid
sinh1246,k,upsid
sinh1246,l,upsid
sinh1246,m,upsid
sinh1246,n,upsid
sinh1246,p,upsid
sinh1246,s,upsid
sinh1246,t̪,upsid
sinh1246,ŋ,upsid
sinh1246,ɖ,upsid
sinh1246,ɟʝ,upsid
sinh1246,ɡ,upsid
sinh1246,ɦ,upsid
sinh1246,ɲ,upsid
sinh1246,ɸ,upsid
sinh1246,ɾ,upsid
sinh1246,ʃ,upsid
sinh1246,ʈ,upsid
sinh1246,ʋ,upsid
sinh1246,aː,upsid
sinh1246,a̟,upsid
sinh1246,eː,upsid
sinh1246,e̞,upsid
sinh1246,iː,upsid
sinh1246,oː,upsid
sinh1246,o̞,upsid
sinh1246,uː,upsid
sinh1246,æː,upsid
sinh1246,ɑ,upsid
sinh1246,ə,upsid
sinh1246,əː,upsid
sinh1246,ɪ,upsid
sinh1246,ʊ,upsid
epen1239,b,upsid
epen1239,d,upsid
epen1239,h,upsid
epen1239,j,upsid
epen1239,k,upsid
epen1239,kʰ,upsid
epen1239,p,upsid
epen1239,pʰ,upsid
epen1239,r,upsid
epen1239,s,upsid
epen1239,t,upsid
epen1239,tʰ,upsid
epen1239,t̠ʃ,upsid
epen1239,ɡ,upsid
epen1239,ɾ,upsid
epen1239,ʔ,upsid
epen1239,β̞,upsid
epen1239,a,upsid
epen1239,ã,upsid
epen1239,e,upsid
epen1239,ẽ,upsid
epen1239,i,upsid
epen1239,ĩ,upsid
epen1239,o,upsid
epen1239,õ,upsid
epen1239,u,upsid
epen1239,ũ,upsid
epen1239,ɨ,upsid
epen1239,ɨ̃,upsid
epen1239,ɨ̞,upsid
epen1239,ɨ̞̃,upsid
sout2985,h,upsid
sout2985,j,upsid
sout2985,k,upsid
sout2985,l,upsid
sout2985,m,upsid
sout2985,n,upsid
sout2985,p,upsid
sout2985,s̪,upsid
sout2985,t,upsid
sout2985,t̠ʃ,upsid
sout2985,t̪,upsid
sout2985,w,upsid
sout2985,ŋ,upsid
sout2985,ʃ,upsid
sout2985,ʔ,upsid
sout2985,a,upsid
sout2985,i,upsid
sout2985,u,upsid
sout2985,ɔ,upsid
sout2985,ɛ,upsid
sout2985,ɨ,upsid
sali1298,b,upsid
sali1298,d,upsid
sali1298,d̠ʒ,upsid
sali1298,h,upsid
sali1298,k,upsid
sali1298,kʷ,upsid
sali1298,l,upsid
sali1298,m,upsid
sali1298,n,upsid
sali1298,n̠,upsid
sali1298,p,upsid
sali1298,r,upsid
sali1298,s,upsid
sali1298,t,upsid
sali1298,t̠ʃ,upsid
sali1298,x,upsid
sali1298,ɡ,upsid
sali1298,ɡʷ,upsid
sali1298,ɸ,upsid
sali1298,ɾ,upsid
sali1298,ʔ,upsid
sali1298,β,upsid
sali1298,a,upsid
sali1298,ã,upsid
sali1298,e̞,upsid
sali1298,ẽ̞,upsid
sali1298,i,upsid
sali1298,ĩ,upsid
sali1298,o̞,upsid
sali1298,õ̞,upsid
sali1298,u,upsid
sali1298,ũ,upsid
sout2674,b,upsid
sout2674,bʲ,upsid
sout2674,d̠ʒ,upsid
sout2674,d̪z̪|dz,upsid
sout2674,d̪z̪ʲ|dzʲ,upsid
sout2674,d̪|d,upsid
sout2674,d̪ʲ|dʲ,upsid
sout2674,f,upsid
sout2674,fʲ,upsid
sout2674,h,upsid
sout2674,hʲ,upsid
sout2674,j,upsid
sout2674,k,upsid
sout2674,kʲ,upsid
sout2674,l̪|l,upsid
sout2674,l̪ʲ|lʲ,upsid
sout2674,m,upsid
sout2674,mʲ,upsid
sout2674,n̪|n,upsid
sout2674,n̪ʲ|nʲ,upsid
sout2674,p,upsid
sout2674,pʲ,upsid
sout2674,r̪|r,upsid
sout2674,r̪ʲ|rʲ,upsid
sout2674,s̪|s,upsid
sout2674,s̪ʲ|sʲ,upsid
sout2674,t̠ʃ,upsid
sout2674,t̪s̪|ts,upsid
sout2674,t̪s̪ʲ|tsʲ,upsid
sout2674,t̪|t,upsid
sout2674,t̪ʲ|tʲ,upsid
sout2674,ŋ,upsid
sout2674,ŋʲ,upsid
sout2674,ɡ,upsid
sout2674,ɡʲ,upsid
sout2674,ɲ,upsid
sout2674,ʃ,upsid
sout2674,β̞,upsid
sout2674,β̞ʲ,upsid
sout2674,a,upsid
sout2674,e̞,upsid
sout2674,i,upsid
sout2674,o̞,upsid
sout2674,u,upsid
sout2674,ɨ,upsid
sion1247,h,upsid
sion1247,hʷ,upsid
sion1247,j,upsid
sion1247,k,upsid
sion1247,kʷ,upsid
sion1247,kʷˀ,upsid
sion1247,kˀ,upsid
sion1247,m,upsid
sion1247,n,upsid
sion1247,p,upsid
sion1247,pˀ,upsid
sion1247,s,upsid
sion1247,sˀ,upsid
sion1247,t̠ʃ,upsid
sion1247,t̪,upsid
sion1247,w,upsid
sion1247,ʈˀ,upsid
sion1247,ʔ,upsid
sion1247,a,upsid
sion1247,ã,upsid
sion1247,e̞,upsid
sion1247,ẽ̞,upsid
sion1247,i,upsid
sion1247,ĩ,upsid
sion1247,o̞,upsid
sion1247,õ̞,upsid
sion1247,u,upsid
sion1247,ũ,upsid
sion1247,ɨ,upsid
sion1247,ɨ̃,upsid
saba1265,b,upsid
saba1265,d,upsid
saba1265,d̠ʒ,upsid
saba1265,h,upsid
saba1265,j,upsid
saba1265,k,upsid
saba1265,l,upsid
saba1265,m,upsid
saba1265,n,upsid
saba1265,p,upsid
saba1265,s,upsid
saba1265,t,upsid
saba1265,t̠ʃ,upsid
saba1265,w,upsid
saba1265,ŋ,upsid
saba1265,ɡ,upsid
saba1265,ɲ,upsid
saba1265,ɾ,upsid
saba1265,ʔ,upsid
saba1265,a,upsid
saba1265,i,upsid
saba1265,u,upsid
saba1265,ɔ,upsid
saba1265,ə,upsid
saba1265,ɛ,upsid
saba1265,ɨ,upsid
soma1255,b,upsid
soma1255,d̪,upsid
soma1255,f,upsid
soma1255,h,upsid
soma1255,j,upsid
soma1255,kʰ,upsid
soma1255,l,upsid
soma1255,m,upsid
soma1255,n,upsid
soma1255,s,upsid
soma1255,t̠ʃ,upsid
soma1255,t̪ʰ,upsid
soma1255,w,upsid
soma1255,x,upsid
soma1255,ħ,upsid
soma1255,ɖ̰,upsid
soma1255,ɡ,upsid
soma1255,ɢ,upsid
soma1255,ɾ,upsid
soma1255,ʃ,upsid
soma1255,ʔ,upsid
soma1255,ʕ,upsid
soma1255,a,upsid
soma1255,e̞,upsid
soma1255,i,upsid
soma1255,æ,upsid
soma1255,ɔ,upsid
soma1255,ɛ,upsid
soma1255,ɪ,upsid
soma1255,ɵ̞,upsid
soma1255,ʉ̞,upsid
soma1255,ʊ,upsid
stan1288,f,upsid
stan1288,j,upsid
stan1288,k,upsid
stan1288,l̪,upsid
stan1288,m,upsid
stan1288,n̪,upsid
stan1288,p,upsid
stan1288,r,upsid
stan1288,s̪,upsid
stan1288,t̠ʃ,upsid
stan1288,t̪,upsid
stan1288,w,upsid
stan1288,x,upsid
stan1288,ð,upsid
stan1288,ɣ,upsid
stan1288,ɲ,upsid
stan1288,ʎ,upsid
stan1288,β,upsid
stan1288,θ,upsid
stan1288,ᴅ,upsid
stan1288,a,upsid
stan1288,e̞,upsid
stan1288,i,upsid
stan1288,o̞,upsid
stan1288,u,upsid
sele1250,h,upsid
sele1250,j,upsid
sele1250,kʰ,upsid
sele1250,l,upsid
sele1250,m,upsid
sele1250,mb,upsid
sele1250,n̪,upsid
sele1250,n̪d̪,upsid
sele1250,pʰ,upsid
sele1250,s,upsid
sele1250,t̪ʰ,upsid
sele1250,w,upsid
sele1250,ŋ,upsid
sele1250,ŋɡ,upsid
sele1250,ɾ,upsid
sele1250,a,upsid
sele1250,i,upsid
sele1250,o,upsid
sele1250,u,upsid
sele1250,ɑ̝,upsid
sele1250,ɛ,upsid
soqo1240,R̪|R,upsid
soqo1240,R̪̰|R̰,upsid
soqo1240,b,upsid
soqo1240,d̪|d,upsid
soqo1240,f,upsid
soqo1240,h,upsid
soqo1240,j,upsid
soqo1240,k,upsid
soqo1240,kʼ,upsid
soqo1240,l̪|l,upsid
soqo1240,l̪̰|l̰,upsid
soqo1240,m,upsid
soqo1240,n̪|n,upsid
soqo1240,s̪|s,upsid
soqo1240,s̪ʼ|sʼ,upsid
soqo1240,t̪|t,upsid
soqo1240,t̪ʼ|tʼ,upsid
soqo1240,w,upsid
soqo1240,z̪|z,upsid
soqo1240,ħ,upsid
soqo1240,ɡ,upsid
soqo1240,ɬ̪|ɬ,upsid
soqo1240,ɮ̪|ɮ,upsid
soqo1240,ʃ,upsid
soqo1240,ʃʼ,upsid
soqo1240,ʒ,upsid
soqo1240,ʔ,upsid
soqo1240,ʕ,upsid
soqo1240,a,upsid
soqo1240,e̞,upsid
soqo1240,i,upsid
soqo1240,o̞,upsid
soqo1240,u,upsid
soqo1240,ə,upsid
siri1273,b,upsid
siri1273,h,upsid
siri1273,j,upsid
siri1273,k,upsid
siri1273,kʲ,upsid
siri1273,mb,upsid
siri1273,n̠d̠ʒ,upsid
siri1273,n̪d̪|nd,upsid
siri1273,p,upsid
siri1273,s̪|s,upsid
siri1273,t̠ʃ,upsid
siri1273,t̪|t,upsid
siri1273,w,upsid
siri1273,ŋɡ,upsid
siri1273,ɾ̪|ɾ,upsid
siri1273,ʃ,upsid
siri1273,a,upsid
siri1273,ã,upsid
siri1273,e,upsid
siri1273,ẽ,upsid
siri1273,i,upsid
siri1273,iˠ,upsid
siri1273,ĩ,upsid
siri1273,ĩˠ,upsid
siri1273,o,upsid
siri1273,õ,upsid
siri1273,u,upsid
siri1273,ũ,upsid
natu1246,j,upsid
natu1246,k,upsid
natu1246,kʰ,upsid
natu1246,kʲ,upsid
natu1246,kʷ,upsid
natu1246,l̪|l,upsid
natu1246,m,upsid
natu1246,mb,upsid
natu1246,mbʷ,upsid
natu1246,mʷ,upsid
natu1246,n̪d̪|nd,upsid
natu1246,n̪d̪ʷ|ndʷ,upsid
natu1246,n̪|n,upsid
natu1246,n̪ʲ|nʲ,upsid
natu1246,n̪ʷ|nʷ,upsid
natu1246,p,upsid
natu1246,pʰ,upsid
natu1246,pʲ,upsid
natu1246,pʷ,upsid
natu1246,s̪|s,upsid
natu1246,t̪|t,upsid
natu1246,t̪ʰ|tʰ,upsid
natu1246,t̪ʲ|tʲ,upsid
natu1246,t̪ʷ|tʷ,upsid
natu1246,v,upsid
natu1246,w,upsid
natu1246,ŋ,upsid
natu1246,ŋɡ,upsid
natu1246,ŋɡʷ,upsid
natu1246,ŋʷ,upsid
natu1246,a,upsid
natu1246,ã,upsid
natu1246,e̞,upsid
natu1246,e̞i,upsid
natu1246,i,upsid
natu1246,ĩ,upsid
natu1246,o̞,upsid
natu1246,õ̞,upsid
natu1246,u,upsid
natu1246,ũ,upsid
natu1246,æ,upsid
natu1246,æ̃,upsid
natu1246,ɑ,upsid
natu1246,ɑ̃,upsid
natu1246,ə,upsid
natu1246,ə̃,upsid
natu1246,ʉ,upsid
suen1241,b,upsid
suen1241,d̪z̪|dz,upsid
suen1241,d̪|d,upsid
suen1241,j,upsid
suen1241,k,upsid
suen1241,m,upsid
suen1241,n̪|n,upsid
suen1241,p,upsid
suen1241,s̪|s,upsid
suen1241,t̪|t,upsid
suen1241,w,upsid
suen1241,ɡ,upsid
suen1241,ɾ̪|ɾ,upsid
suen1241,a,upsid
suen1241,i,upsid
suen1241,u,upsid
suen1241,ɔ,upsid
suen1241,ɛ,upsid
savo1255,k,upsid
savo1255,l,upsid
savo1255,m,upsid
savo1255,mb,upsid
savo1255,n,upsid
savo1255,nd,upsid
savo1255,p,upsid
savo1255,s,upsid
savo1255,t,upsid
savo1255,z,upsid
savo1255,ŋ,upsid
savo1255,ŋɡ,upsid
savo1255,ɣ,upsid
savo1255,ɲ,upsid
savo1255,ɲɟ,upsid
savo1255,ɾ,upsid
savo1255,β,upsid
savo1255,a,upsid
savo1255,e̞,upsid
savo1255,i,upsid
savo1255,o̞,upsid
savo1255,u,upsid
suii1243,b,upsid
suii1243,b̰,upsid
suii1243,d̪|d,upsid
suii1243,d̪̰|d̰,upsid
suii1243,h,upsid
suii1243,j,upsid
suii1243,j̰,upsid
suii1243,k,upsid
suii1243,kʰ,upsid
suii1243,kʷ,upsid
suii1243,kʷʰ,upsid
suii1243,l̪|l,upsid
suii1243,m,upsid
suii1243,m̥,upsid
suii1243,m̰,upsid
suii1243,n̪|n,upsid
suii1243,n̪̥|n̥,upsid
suii1243,n̪̰|n̰,upsid
suii1243,p,upsid
suii1243,pʰ,upsid
suii1243,q,upsid
suii1243,qʰ,upsid
suii1243,s̪|s,upsid
suii1243,ts,upsid
suii1243,tsʰ,upsid
suii1243,t̠ʃ,upsid
suii1243,t̠ʃʰ,upsid
suii1243,t̪|t,upsid
suii1243,t̪ʰ|tʰ,upsid
suii1243,w,upsid
suii1243,w̰,upsid
suii1243,x,upsid
suii1243,z̪|z,upsid
suii1243,ŋ,upsid
suii1243,ŋʷ,upsid
suii1243,ŋ̥,upsid
suii1243,ŋ̥ʷ,upsid
suii1243,ŋ̰,upsid
suii1243,ɣ,upsid
suii1243,ɣ̰,upsid
suii1243,ɲ,upsid
suii1243,ɲ̥,upsid
suii1243,ɲ̰,upsid
suii1243,ɸ,upsid
suii1243,ʁ,upsid
suii1243,ʃ,upsid
suii1243,ʔ,upsid
suii1243,a,upsid
suii1243,e̞,upsid
suii1243,i,upsid
suii1243,o̞,upsid
suii1243,u,upsid
suii1243,ə,upsid
suii1243,ɜ,upsid
east2347,h,upsid
east2347,j,upsid
east2347,k,upsid
east2347,kʰ,upsid
east2347,l̪,upsid
east2347,m,upsid
east2347,n̪,upsid
east2347,p,upsid
east2347,pʰ,upsid
east2347,r̪,upsid
east2347,s̪,upsid
east2347,ts͇,upsid
east2347,ts͇ʰ,upsid
east2347,t̪,upsid
east2347,t̪s̪,upsid
east2347,t̪s̪ʰ,upsid
east2347,t̪ʰ,upsid
east2347,w,upsid
east2347,ŋ,upsid
east2347,a,upsid
east2347,a̤,upsid
east2347,e,upsid
east2347,e̤,upsid
east2347,i,upsid
east2347,i̤,upsid
east2347,o,upsid
east2347,o̤,upsid
east2347,u,upsid
east2347,ṳ,upsid
atay1247,j,upsid
atay1247,k,upsid
atay1247,l̪|l,upsid
atay1247,m,upsid
atay1247,n̪|n,upsid
atay1247,p,upsid
atay1247,q,upsid
atay1247,s̪|s,upsid
atay1247,t̪s̪|ts,upsid
atay1247,t̪|t,upsid
atay1247,w,upsid
atay1247,x,upsid
atay1247,ħ,upsid
atay1247,ŋ,upsid
atay1247,ɣ,upsid
atay1247,ɾ̪|ɾ,upsid
atay1247,ʒ,upsid
atay1247,ʔ,upsid
atay1247,β,upsid
atay1247,a,upsid
atay1247,i,upsid
atay1247,iː,upsid
atay1247,u,upsid
atay1247,uː,upsid
atay1247,ɔ,upsid
atay1247,ɛ,upsid
aika1237,b,upsid
aika1237,d̠ʒ,upsid
aika1237,d̪z̪|dz,upsid
aika1237,d̪|d,upsid
aika1237,f,upsid
aika1237,h,upsid
aika1237,j,upsid
aika1237,k,upsid
aika1237,m,upsid
aika1237,n̪|n,upsid
aika1237,p,upsid
aika1237,s̪|s,upsid
aika1237,t̠ʃ,upsid
aika1237,t̪s̪|ts,upsid
aika1237,t̪|t,upsid
aika1237,ɡ,upsid
aika1237,ɲ,upsid
aika1237,ɺ̠,upsid
aika1237,ʃ,upsid
