Name,glottocode,Genus,Family,Latitude,Longitude
"Abipón","abip1241","South Guaicuruan","Guaicuruan",-29.0,-61.0
"Abkhaz","abkh1244","Northwest Caucasian","Northwest Caucasian",43.0833333333,41.0
"Alabama","alab1237","Muskogean","Muskogean",32.3333333333,-87.4166666667
"Aché","ache1246","Tupi-Guaraní","Tupian",-25.25,-55.1666666667
"Achumawi","achu1247","Palaihnihan","Hokan",41.5,-121.0
"Acoma","west2632","Keresan","Keresan",34.9166666667,-107.583333333
"Andoke","ando1256","Andoke","Andoke",-0.666666666667,-72.0
"Adzera","adze1240","Oceanic","Austronesian",-6.25,146.25
"Aleut (Eastern)","aleu1260","Aleut","Eskimo-Aleut",54.75,-164.0
"Arabic (Egyptian)","egyp1253","Semitic","Afro-Asiatic",30.0,31.0
"Aghem","aghe1239","Bantoid","Niger-Congo",6.66666666667,10.0
"Ahtna","ahte1237","Athapaskan","Na-Dene",62.0,-145.0
"Aikaná","aika1237","Aikaná","Aikaná",-12.6666666667,-60.6666666667
"Ainu","ainu1240","Ainu","Ainu",43.0,143.0
"Aizi","apro1235","Kru","Niger-Congo",5.25,-4.5
"Akan","akan1250","Kwa","Niger-Congo",6.5,-1.25
"Akawaio","akaw1239","Cariban","Cariban",6.0,-59.5
"Alamblak","alam1246","Sepik Hill","Sepik",-4.66666666667,143.333333333
"Albanian","gheg1238","Albanian","Indo-European",41.0,20.0
"Alladian","alla1248","Kwa","Niger-Congo",5.16666666667,-4.33333333333
"Alawa","alaw1244","Alawa","Mangarrayi-Maran",-15.1666666667,134.25
"Amahuaca","amah1246","Panoan","Panoan",-10.5,-72.5
"Amele","amel1241","Madang","Trans-New Guinea",-5.25,145.583333333
"Amharic","amha1245","Semitic","Afro-Asiatic",10.0,38.0
"Amo","amoo1242","Kainji","Niger-Congo",10.3333333333,8.66666666667
"Arrernte (Mparntwe)","east2379","Central Pama-Nyungan","Pama-Nyungan",-24.0,136.0
"Amuesha","yane1238","Yanesha'","Arawakan",-10.5,-75.4166666667
"Amuzgo","guer1243","Amuzgoan","Oto-Manguean",16.8333333333,-98.0
"Araona","arao1248","Tacanan","Tacanan",-12.3333333333,-67.75
"Angas","ngas1240","West Chadic","Afro-Asiatic",9.5,9.5
"//Ani","anii1246","Khoe-Kwadi","Khoe-Kwadi",-18.9166666667,21.9166666667
"Angaataha","anga1290","Angan","Trans-New Guinea",-7.21666666667,146.25
"Ao","aona1235","Kuki-Chin","Sino-Tibetan",26.5833333333,94.6666666667
"Apinayé","apin1244","Ge-Kaingang","Macro-Ge",-5.5,-48.0
"Apurinã","apur1254","Purus","Arawakan",-9.0,-67.0
"Arabela","arab1268","Zaparoan","Zaparoan",-2.0,-75.1666666667
"Archi","arch1244","Lezgic","Nakh-Daghestanian",42.0,46.8333333333
"Armenian (Eastern)","nucl1235","Armenian","Indo-European",40.0,45.0
"Arapesh (Mountain)","buki1249","Kombio-Arapesh","Torricelli",-3.46666666667,143.166666667
"Asmat","tamn1235","Asmat-Kamoro","Trans-New Guinea",-5.5,138.5
"Atayal","atay1247","Atayalic","Austronesian",24.5,121.333333333
"Avar","avar1256","Avar-Andic-Tsezic","Nakh-Daghestanian",42.5,46.5
"Awngi","awng1244","Central Cushitic","Afro-Asiatic",10.8333333333,36.6666666667
"Awa Pit","awac1239","Barbacoan","Barbacoan",1.5,-78.25
"Aymara (Central)","cent2142","Aymaran","Aymaran",-17.0,-69.0
"Azerbaijani","sout2697","Turkic","Altaic",40.5,48.5
"Bagirmi","bagi1246","Bongo-Bagirmi","Central Sudanic",11.6666666667,16.0
"Bai","cent2004","Bai","Sino-Tibetan",26.0,100.0
"Bajau (Sama)","indo1317","Sama-Bajaw","Austronesian",-4.33333333333,123.0
"Bambara","bamb1269","Western Mande","Mande",12.5,-7.5
"Bawm","bawm1236","Kuki-Chin","Sino-Tibetan",22.5,92.25
"Bobo Madaré (Northern)","sout2840","Western Mande","Mande",12.4166666666667,-4.3333333333333
"Bella Coola","bell1243","Bella Coola","Salishan",52.5,-126.666666667
"Beembe","beem1239","Bantoid","Niger-Congo",-3.91666666667,14.0833333333
"Beja","beja1238","Beja","Afro-Asiatic",18.0,36.0
"Bengali","beng1280","Indic","Indo-European",24.0,90.0
"Berta","bert1248","Berta","Berta",10.3333333333,34.6666666667
"Bété","dalo1238","Kru","Niger-Congo",6.25,-6.25
"Birom","bero1242","Platoid","Niger-Congo",9.66666666667,8.83333333333
"Bisa","biss1248","Eastern Mande","Mande",11.5,-0.5
"Bakairí","baka1277","Cariban","Cariban",-14.0,-55.0
"Batak (Karo)","bata1293","Northwest Sumatra-Barrier Islands","Austronesian",3.25,98.25
"Berber (Middle Atlas)","cent2194","Berber","Afro-Asiatic",33.0,-5.0
"Qaget","qaqe1238","Baining","Baining",-4.58333333333,152.0
"Waimaha","waim1255","Tucanoan","Tucanoan",0.333333333333,-70.25
"Bodo","bodo1269","Bodo-Garo","Sino-Tibetan",26.8333333333,92.0
"Brao","lave1249","Bahnaric","Austro-Asiatic",14.1666666667,107.5
"Bariba","baat1238","Southern-Central Gur","Niger-Congo",10.0,2.5
"Bardi","bard1255","Nyulnyulan","Nyulnyulan",-16.5833333333,122.916666667
"Breton","bret1244","Celtic","Indo-European",48.0,-3.0
"Brahui","brah1256","Northern Dravidian","Dravidian",28.5,67.0
"Bribri","brib1243","Talamanca","Chibchan",9.41666666667,-83.0
"Burmese","nucl1310","Burmese-Lolo","Sino-Tibetan",21.0,96.0
"Bororo","boro1282","Bororoan","Bororoan",-16.0,-57.0
"Bru (Western)","west2397","Katuic","Austro-Asiatic",16.75,104.75
"Bashkir","bash1264","Turkic","Altaic",53.0,58.0
"Basque","basq1248","Basque","Basque",43.0,-3.0
"Batak (Toba)","bata1289","Northwest Sumatra-Barrier Islands","Austronesian",2.5,99.0
"Burarra","bura1267","Burarran","Mangrida",-12.25,134.583333333
"Bulgarian","bulg1262","Slavic","Indo-European",42.5,25.0
"Burushaski","buru1296","Burushaski","Burushaski",36.5,74.5
"Cacua","cacu1241","Cacua-Nukak","Cacua-Nukak",1.08333333333,-70.0
"Caddo","cadd1256","Caddoan","Caddoan",33.3333333333,-93.5
"Cahuilla","cahu1264","California Uto-Aztecan","Uto-Aztecan",33.5,-116.25
"Camsá","cams1241","Camsá","Camsá",1.16666666667,-77.0
"Carib","gali1262","Cariban","Cariban",5.5,-56.0
"Campa (Axininca)","asha1243","Pre-Andine Arawakan","Arawakan",-12.0,-74.0
"Cayapa","chac1249","Barbacoan","Barbacoan",0.666666666667,-79.0
"Chickasaw","chic1270","Muskogean","Muskogean",34.0,-88.0
"Cocopa","coco1261","Yuman","Hokan",32.3333333333,-115.0
"Chamorro","cham1312","Chamorro","Austronesian",13.45,144.75
"Cherokee","cher1273","Southern Iroquoian","Iroquoian",35.5,-83.5
"Chukchi","chuk1273","Northern Chukotko-Kamchatkan","Chukotko-Kamchatkan",67.0,-173.0
"Chehalis (Upper)","uppe1439","Tsamosan","Salishan",46.5833333333,-123.0
"Chipewyan","chip1261","Athapaskan","Na-Dene",59.0,-106.0
"Chinantec (Quiotepec)","quio1240","Chinantecan","Oto-Manguean",17.5833333333,-96.6666666667
"Nivacle","niva1238","Matacoan","Matacoan",-23.5,-60.5
"Chuvash","chuv1255","Turkic","Altaic",55.5,47.5
"Cham (Western)","west2650","Malayo-Sumbawan","Austronesian",12.0,105.5
"CiLuba","luba1249","Bantoid","Niger-Congo",-6.0,22.0
"Chinantec (Lealao)","leal1235","Chinantecan","Oto-Manguean",17.3333333333,-95.9166666667
"Comanche","coma1245","Numic","Uto-Aztecan",33.5,-101.5
"Canela","cane1242","Ge-Kaingang","Macro-Ge",-7.0,-45.0
"Cantonese","yuec1235","Chinese","Sino-Tibetan",23.0,113.0
"Cofán","cofa1242","Cofán","Cofán",0.166666666667,-77.1666666667
"Coos (Hanis)","coos1249","Coosan","Oregon Coast",43.5,-124.166666667
"Cree (Plains)","plai1258","Algonquian","Algic",54.0,-110.0
"Chatino (Sierra Occidental)","west2644","Zapotecan","Oto-Manguean",16.25,-97.3333333333
"Chin (Tiddim)","tedi1235","Kuki-Chin","Sino-Tibetan",23.3333333333,93.6666666667
"Catalan","stan1289","Romance","Indo-European",41.75,2.0
"Cubeo","cube1242","Tucanoan","Tucanoan",1.33333333333,-70.5
"Chuave","chua1250","Chimbu","Trans-New Guinea",-6.11666666667,145.116666667
"Cayuvava","cayu1262","Cayuvava","Cayuvava",-13.5,-65.5
"Dadibi","dadi1250","Teberan","Teberan-Pawaian",-6.55,144.583333333
"Daga","daga1275","Dagan","Dagan",-10.0,149.333333333
"Dahalo","daha1245","Dahalo","Afro-Asiatic",-2.33333333333,40.5
"Dan","dann1241","Eastern Mande","Mande",7.5,-8.0
"Darai","dara1250","Indic","Indo-European",24.0,84.0
"Daju (Dar Fur)","darf1239","Daju","Eastern Sudanic",12.25,25.25
"Dla (Proper)","dera1245","Senagi","Senagi",-3.58333333333,141.0
"Deti","shua1254","Khoe-Kwadi","Khoe-Kwadi",-20.5,24.5
"Dagbani","dagb1246","Northern-Central Gur","Niger-Congo",9.58333333333,-0.5
"Dagur","daur1238","Mongolic","Altaic",48.0,124.0
"Diegueño (Mesa Grande)","kumi1248","Yuman","Hokan",32.6666666667,-116.166666667
"Dinka","nort2815","Nilotic","Eastern Sudanic",8.5,28.0
"Diola-Fogny","jola1263","Bak","Niger-Congo",13.0,-16.25
"Diyari","dier1241","Central Pama-Nyungan","Pama-Nyungan",-28.0,139.0
"Dizi","dizi1235","Dizoid","Afro-Asiatic",6.16666666667,36.5
"Djapu","dhuw1249","Western Pama-Nyungan","Pama-Nyungan",-12.6666666667,136.0
"Dani (Lower Grand Valley)","lowe1415","Dani","Trans-New Guinea",-4.33333333333,138.833333333
"Dangaléat (Western)","dang1274","East Chadic","Afro-Asiatic",12.1666666667,18.3333333333
"Dong (Southern)","sout2741","Kam-Tai","Tai-Kadai",27.0,109.0
"Doyayo","doya1240","Samba-Duru","Niger-Congo",8.66666666667,13.0833333333
"Drehu","dehu1237","Oceanic","Austronesian",-21.0,167.25
"Toro So","toro1252","Dogon","Dogon",14.4166666667,-3.25
"Dumo","vani1248","Western Skou","Skou",-2.68333333333,141.3
"Dyirbal","dyir1250","Northern Pama-Nyungan","Pama-Nyungan",-17.8333333333,145.583333333
"Efik","efik1245","Cross River","Niger-Congo",4.91666666667,8.5
"Ejagham","ejag1239","Bantoid","Niger-Congo",5.41666666667,8.66666666667
"Ekari","ekar1243","Wissel Lakes-Kemandoga","Trans-New Guinea",-3.83333333333,135.5
"English","stan1293","Germanic","Indo-European",52.0,0.0
"Epena Pedee","epen1239","Choco","Choco",3.0,-77.0
"Evenki","even1259","Tungusic","Altaic",56.0,125.0
"Even","even1260","Tungusic","Altaic",68.0,130.0
"Ewe","ewee1241","Kwa","Niger-Congo",6.33333333333,0.416666666667
"Ewondo","ewon1239","Bantoid","Niger-Congo",4.0,12.0
"Eyak","eyak1241","Eyak","Na-Dene",60.5,-145.0
"Fasu","fasu1242","Fasu","Trans-New Guinea",-6.58333333333,143.333333333
"Fe'fe'","fefe1239","Bantoid","Niger-Congo",5.25,10.1666666667
"Fijian","fiji1243","Oceanic","Austronesian",-17.8333333333,178.0
"Finnish","finn1318","Finnic","Uralic",62.0,25.0
"French","stan1290","Romance","Indo-European",48.0,2.0
"Fulniô","fuln1247","Yatê","Yatê",-8.0,-37.5
"Fur","furr1244","Fur","Fur",13.5,25.0
"Fuzhou","mind1253","Chinese","Sino-Tibetan",26.0,119.5
"Fyem","fyam1238","Platoid","Niger-Congo",9.58333333333,9.33333333333
"Gã","gaaa1244","Kwa","Niger-Congo",5.66666666667,-0.166666666667
"Great Andamanese","apuc1241","Great Andamanese","Great Andamanese",12.0,92.6666666667
"Garo","garo1247","Bodo-Garo","Sino-Tibetan",25.6666666667,90.5
"Gbeya Bossangoa","gbay1287","Gbaya-Manza-Ngbaka","Niger-Congo",6.66666666667,17.5
"Gadsup","gads1258","Eastern Highlands","Trans-New Guinea",-6.25,146.0
"Georgian","nucl1302","Kartvelian","Kartvelian",42.0,44.0
"German","stan1295","Germanic","Indo-European",52.0,10.0
"Guahibo","guah1255","Guahiban","Guahiban",5.0,-69.0
"Gelao","qaua1234","Kadai","Tai-Kadai",22.9166666667,105.5
"Guambiano","guam1248","Barbacoan","Barbacoan",2.5,-76.6666666667
"Goajiro","wayu1243","Caribbean Arawakan","Arawakan",12.0,-72.0
"Gooniyandi","goon1238","Bunuban","Bunuban",-18.3333333333,126.333333333
"Grebo","barc1235","Kru","Niger-Congo",5.0,-8.0
"Greek (Modern)","mode1248","Greek","Indo-European",39.0,22.0
"Garrwa","gara1269","Garrwan","Garrwan",-17.0833333333,137.166666667
"Greenlandic (West)","kala1399","Eskimo","Eskimo-Aleut",64.0,-51.0
"Guaraní","para1311","Tupi-Guaraní","Tupian",-26.0,-56.0
"Gwari","gbag1258","Nupoid","Niger-Congo",9.5,7.0
"Hadza","hadz1240","Hadza","Hadza",-3.75,35.1666666667
"Hakka","hakk1236","Chinese","Sino-Tibetan",25.0,116.0
"Hamtai","hamt1247","Angan","Trans-New Guinea",-7.5,146.25
"Hausa","haus1257","West Chadic","Afro-Asiatic",12.0,7.0
"Hawaiian","hawa1245","Oceanic","Austronesian",19.5833333333,-155.5
"Hebrew (Modern Ashkenazic)","hebr1245","Semitic","Afro-Asiatic",31.75,35.1666666667
"Hindi","hind1269","Indic","Indo-European",25.0,77.0
"Hixkaryana","hixk1239","Cariban","Cariban",-1.0,-59.0
"Hamer","hame1242","South Omotic","Afro-Asiatic",5.0,36.5
"Min (Southern)","minn1241","Chinese","Sino-Tibetan",25.0,118.0
"Hopi","hopi1249","Hopi","Uto-Aztecan",36.0,-110.0
"Huastec","huas1242","Mayan","Mayan",22.0833333333,-99.3333333333
"Huitoto (Murui)","muru1274","Huitoto","Huitotoan",-1.0,-73.5
"Hungarian","hung1274","Ugric","Uralic",47.0,20.0
"Hupa","hupa1239","Athapaskan","Na-Dene",41.0833333333,-123.666666667
"Huave (San Mateo del Mar)","sanm1287","Huavean","Huavean",16.2166666667,-95.0
"Hunzib","hunz1247","Avar-Andic-Tsezic","Nakh-Daghestanian",42.1666666667,46.25
"Iaai","iaai1238","Oceanic","Austronesian",-20.4166666667,166.583333333
"Iban","iban1264","Malayo-Sumbawan","Austronesian",2.0,112.0
"Igbo","nucl1417","Igboid","Niger-Congo",6.0,7.33333333333
"Ignaciano","igna1246","Bolivia-Parana","Arawakan",-15.1666666667,-65.4166666667
"Ingessana","gaam1241","Eastern Jebel","Eastern Sudanic",11.5,34.0
"Ijo (Kolokuma)","izon1238","Ijoid","Ijoid",4.91666666667,5.66666666667
"Ik","ikkk1242","Kuliak","Eastern Sudanic",3.75,34.1666666667
"Ika","arhu1242","Arhuacic","Chibchan",10.6666666667,-73.75
"Imonda","imon1245","Border","Border",-3.33333333333,141.166666667
"Indonesian","indo1316","Malayo-Sumbawan","Austronesian",0.0,106.0
"Ingush","ingu1240","Nakh","Nakh-Daghestanian",43.1666666667,45.0833333333
"Irish (Donegal)","iris1253","Celtic","Indo-European",55.0,-8.0
"Iraqw","iraq1241","Southern Cushitic","Afro-Asiatic",-4.0,35.5
"Irarutu","irar1238","South Halmahera - West New Guinea","Austronesian",-3.0,133.5
"Iranxe","iran1263","Iranxe","Iranxe",-13.0,-58.0
"Isoko","isok1239","Edoid","Niger-Congo",5.5,6.25
"Itelmen","itel1242","Southern Chukotko-Kamchatkan","Chukotko-Kamchatkan",57.0,157.5
"Itonama","iton1250","Itonama","Itonama",-12.8333333333,-64.3333333333
"Ivatan","ivat1242","Batanic","Austronesian",20.5,122.0
"Iwam","iwam1256","Upper Sepik","Sepik",-4.33333333333,142.0
"Jakaltek","popt1235","Mayan","Mayan",15.6666666667,-91.6666666667
"Jaqaru","jaqa1244","Aymaran","Aymaran",-13.0,-76.0
"Javanese","java1254","Javanese","Austronesian",-7.0,111.0
"Jebero","jebe1250","Cahuapanan","Cahuapanan",-5.41666666667,-76.5
"Jeh","jehh1245","Bahnaric","Austro-Asiatic",15.1666666667,107.833333333
"Jivaro","shua1257","Jivaroan","Jivaroan",-2.5,-78.0
"Jingpho","kach1280","Jingpho","Sino-Tibetan",25.4166666667,97.0
"Jomang","talo1250","Talodi","Kordofanian",10.5833333333,30.5
"Japanese","nucl1643","Japanese","Japanese",37.0,140.0
"Japreria","japr1238","Cariban","Cariban",10.5,-73.0
"Ju|'hoan","juho1239","Ju-Kung","Kxa",-19.0,21.0
"Kabardian","kaba1278","Northwest Caucasian","Northwest Caucasian",43.5,43.5
"Kadugli","katc1249","Kadugli","Kadu",11.0,29.6666666667
"Kalami","kala1373","Indic","Indo-European",35.5,72.5
"Kashmiri","kash1277","Indic","Indo-European",34.0,76.0
"Kayardild","kaya1319","Tangkic","Tangkic",-17.05,139.5
"Koyra Chiini","koyr1240","Songhay","Songhay",17.0,-3.0
"Kedang","keda1252","Central Malayo-Polynesian","Austronesian",-8.25,123.75
"Kefa","kafa1242","South Omotic","Afro-Asiatic",7.25,36.25
"K'ekchí","kekc1242","Mayan","Mayan",16.0,-89.8333333333
"Kera","kera1255","East Chadic","Afro-Asiatic",9.83333333333,15.0833333333
"Ket","kett1243","Yeniseian","Yeniseian",64.0,87.0
"Koromfe","koro1298","Northern-Central Gur","Niger-Congo",14.25,-0.916666666667
"Konyagi","wame1240","Tenda","Niger-Congo",12.5,-13.25
"Kalkatungu","kalk1246","Northern Pama-Nyungan","Pama-Nyungan",-21.0,139.5
"Kirghiz","kirg1245","Turkic","Altaic",42.0,75.0
"Khalkha","halh1238","Mongolic","Altaic",47.0,105.0
"Khmer","cent1989","Khmer","Austro-Asiatic",12.5,105.0
"Nama","nama1264","Khoe-Kwadi","Khoe-Kwadi",-25.5,18.0
"Kharia","khar1287","Munda","Austro-Asiatic",22.5,84.3333333333
"Khasi","khas1269","Khasian","Austro-Asiatic",25.5,92.0
"Kiowa","kiow1266","Kiowa-Tanoan","Kiowa-Tanoan",37.0,-99.0
"Kiwai (Southern)","sout2949","Kiwaian","Kiwaian",-8.0,143.5
"Konkani","konk1267","Indic","Indo-European",15.25,74.0
"Lusi","lusi1240","Oceanic","Austronesian",-5.58333333333,149.666666667
"Klao","klao1243","Kru","Niger-Congo",4.75,-8.75
"Klamath","klam1254","Klamath-Modoc","Penutian",42.5,-121.5
"Kilivila","kili1267","Oceanic","Austronesian",-8.5,151.083333333
"Kala Lagaw Ya","kala1377","Northern Pama-Nyungan","Pama-Nyungan",-10.1166666667,142.116666667
"Kunimaipa","kuni1267","Goilalan","Trans-New Guinea",-8.0,146.833333333
"Khmu'","khmu1256","Khmuic","Austro-Asiatic",21.0,102.0
"Kannada","nucl1305","Southern Dravidian","Dravidian",14.0,76.0
"Kaingang","kain1272","Ge-Kaingang","Macro-Ge",-26.0,-52.0
"Kanakuru","dera1248","West Chadic","Afro-Asiatic",10.0,12.0
"Kunama","kuna1268","Kunama","Kunama",14.5,37.0
"Kanuri","cent2050","Western Saharan","Saharan",12.0,13.0
"Koasati","koas1236","Muskogean","Muskogean",34.8333333333,-85.1666666667
"Kobon","kobo1249","Madang","Trans-New Guinea",-5.16666666667,144.333333333
"Kohumono","kohu1244","Cross River","Niger-Congo",6.0,8.11666666667
"Koiari","gras1249","Koiarian","Trans-New Guinea",-9.5,147.333333333
"Komo","komo1258","Koman","Koman",8.75,33.75
"Korean","kore1280","Korean","Korean",37.5,128.0
"Kota","kota1263","Southern Dravidian","Dravidian",11.5,77.1666666667
"Koya","koya1251","South-Central Dravidian","Dravidian",17.5,81.3333333333
"Kpan","kpan1246","Platoid","Niger-Congo",7.58333333333,10.1666666667
"Kpelle","libe1247","Western Mande","Mande",7.0,-10.0
"Kiribati","gilb1244","Oceanic","Austronesian",1.33333333333,173.0
"Kurdish (Central)","cent1972","Iranian","Indo-European",36.0,44.0
"Karok","karo1304","Karok","Karok",41.6666666667,-123.0
"Krongo","kron1241","Kadugli","Kadu",10.5,30.0
"Koryak","kory1246","Northern Chukotko-Kamchatkan","Chukotko-Kamchatkan",61.0,167.0
"Koyraboro Senni","koyr1242","Songhay","Songhay",16.0,0.0
"Karen (Sgaw)","sgaw1245","Karen","Sino-Tibetan",18.0,97.0
"Kisi (Southern)","sout2778","Mel","Niger-Congo",8.5,-10.25
"Kotoko","afad1236","Biu-Mandara","Afro-Asiatic",11.3333333333,15.3333333333
"Khanty","khan1273","Ugric","Uralic",65.0,65.0
"Kullo","gamo1244","North Omotic","Afro-Asiatic",6.75,37.0833333333
"Kuna","bord1248","Kuna","Chibchan",8.0,-77.3333333333
"Kurukh","kuru1302","Northern Dravidian","Dravidian",22.8333333333,85.5
"Kutenai","kute1249","Kutenai","Kutenai",49.5,-116.0
"Kwaio","kwai1243","Oceanic","Austronesian",-8.95,161.0
"Kwakw'ala","kwak1269","Northern Wakashan","Wakashan",51.0,-127.0
"Kwoma","kwom1262","Nukuma","Sepik",-4.16666666667,142.75
"Kawaiisu","kawa1283","Numic","Uto-Aztecan",36.0,-117.5
"Kuku-Yalanji","kuku1273","Northern Pama-Nyungan","Pama-Nyungan",-16.0,145.0
"Kayah Li (Eastern)","east2342","Karen","Sino-Tibetan",19.0,97.5
"Komi-Zyrian","komi1268","Permic","Uralic",65.0,55.0
"Ladakhi","lada1244","Bodic","Sino-Tibetan",34.0,78.0
"Lahu","lahu1253","Burmese-Lolo","Sino-Tibetan",20.0,98.1666666667
"Lak","lakk1252","Lak-Dargwa","Nakh-Daghestanian",42.1666666667,47.1666666667
"Lamé","peve1243","Masa","Afro-Asiatic",9.0,14.5
"Lango","lang1324","Nilotic","Eastern Sudanic",2.16666666667,33.0
"Latvian","latv1249","Baltic","Indo-European",57.0,24.0
"Lavukaleve","lavu1241","Lavukaleve","Solomons East Papuan",-9.08333333333,159.2
"Lenakel","lena1238","Oceanic","Austronesian",-19.45,169.25
"Lepcha","lepc1244","Lepcha","Sino-Tibetan",27.1666666667,88.5
"Lezgian","lezg1247","Lezgic","Nakh-Daghestanian",41.6666666667,47.8333333333
"Lithuanian","lith1251","Baltic","Indo-European",55.0,24.0
"Lakkia","lakk1238","Kadai","Tai-Kadai",24.0833333333,110.166666667
"Lakhota","lako1247","Core Siouan","Siouan",43.8333333333,-101.833333333
"Lelemi","lele1264","Kwa","Niger-Congo",7.33333333333,0.5
"Lü","luuu1242","Kam-Tai","Tai-Kadai",22.0,100.666666667
"Lua","niel1243","Bua","Niger-Congo",9.75,17.75
"Lugbara","lugb1240","Moru-Ma'di","Central Sudanic",3.08333333333,30.9166666667
"Luiseño","luis1253","California Uto-Aztecan","Uto-Aztecan",33.3333333333,-117.166666667
"Luo","luok1236","Nilotic","Eastern Sudanic",-0.5,34.75
"Lushootseed","lush1252","Central Salish","Salishan",48.0,-122.0
"Luvale","luva1239","Bantoid","Niger-Congo",-12.0,22.0
"Maasai","masa1300","Nilotic","Eastern Sudanic",-3.0,36.0
"Maba","maba1277","Maban","Maban",13.75,20.8333333333
"Malagasy","plat1254","Barito","Austronesian",-20.0,47.0
"Maori","maor1246","Oceanic","Austronesian",-40.0,176.0
"Mapudungun","mapu1245","Araucanian","Araucanian",-38.0,-72.0
"Maricopa","mari1440","Yuman","Hokan",33.1666666667,-113.166666667
"Maung","maun1240","Iwaidjan","Iwaidjan",-11.9166666667,133.5
"Maxakalí","maxa1247","Maxakalí","Macro-Ge",-18.0,-40.0
"Maybrat","maib1239","North-Central Bird's Head","West Papuan",-1.33333333333,132.5
"Mba","mbaa1245","Ubangi","Niger-Congo",1.0,25.0
"Mbabaram","mbab1239","Northern Pama-Nyungan","Pama-Nyungan",-17.1666666667,145.0
"Mbum","mbum1254","Mbumic","Niger-Congo",7.75,13.1666666667
"Meithei","mani1292","Kuki-Chin","Sino-Tibetan",24.75,94.0
"Mien","iumi1238","Hmong-Mien","Hmong-Mien",25.0,111.0
"Maranungku","mara1386","Wagaydy","Western Daly",-13.6666666667,130.0
"Mambila","came1252","Bantoid","Niger-Congo",6.75,11.5
"Malakmalak","mull1237","Northern Daly","Northern Daly",-13.4166666667,130.416666667
"Mari (Meadow)","east2328","Mari","Uralic",57.0,48.0
"Manchu","manc1252","Tungusic","Altaic",49.5,127.5
"Mandarin","mand1415","Chinese","Sino-Tibetan",34.0,110.0
"Maidu (Northeast)","nort2952","Maiduan","Penutian",40.0,-120.666666667
"Moghol","mogh1245","Mongolic","Altaic",35.0,62.0
"Mor","morm1235","South Halmahera - West New Guinea","Austronesian",-2.95,135.75
"Movima","movi1243","Movima","Movima",-13.8333333333,-65.6666666667
"Murrinh-Patha","murr1258","Murrinh-Patha","Southern Daly",-14.6666666667,129.666666667
"Marind","nucl1622","Marind","Anim",-7.83333333333,140.166666667
"Margi","marg1265","Biu-Mandara","Afro-Asiatic",11.0,13.0
"Murle","murl1244","Surmic","Eastern Sudanic",6.5,33.5
"Maranao","mara1404","Greater Central Philippine","Austronesian",7.83333333333,124.25
"Moro","moro1285","Heiban","Kordofanian",11.0,30.1666666667
"Martuthunira","mart1255","Western Pama-Nyungan","Pama-Nyungan",-20.8333333333,116.5
"Miwok (Southern Sierra)","sout2985","Miwok","Penutian",37.5,-120.0
"Mixe (Totontepec)","toto1305","Mixe-Zoque","Mixe-Zoque",17.25,-96.0
"Muinane","muin1242","Boran","Huitotoan",-1.0,-72.5
"Mumuye","nucl1240","Mumuye-Yandang","Niger-Congo",9.0,11.6666666667
"Mundari","mund1320","Munda","Austro-Asiatic",23.0,84.6666666667
"Mixtec (Chalcatongo)","sanm1295","Mixtecan","Oto-Manguean",17.05,-97.5833333333
"Ma'ya","maya1282","South Halmahera - West New Guinea","Austronesian",-1.25,130.916666667
"Mangarrayi","mang1381","Mangarrayi","Mangarrayi-Maran",-14.6666666667,133.5
"Mazatec (Chiquihuitlán)","chiq1250","Popolocan","Oto-Manguean",17.75,-96.9166666667
"Nanai","nana1257","Tungusic","Altaic",49.5,137.0
"Neo-Aramaic (Persian Azerbaijan)","lish1246","Semitic","Afro-Asiatic",38.0,47.0
"Nara (in Ethiopia)","nara1262","Nara","Eastern Sudanic",15.0833333333,37.5833333333
"Nasioi","naas1242","East Bougainville","East Bougainville",-6.33333333333,155.583333333
"Navajo","nava1243","Athapaskan","Na-Dene",36.1666666667,-108.0
"Naxi","naxi1245","Naxi","Sino-Tibetan",27.5,100.0
"Natügu","natu1246","Oceanic","Austronesian",-10.7833333333,165.866666667
"Ndut","ndut1239","Cangin","Niger-Congo",14.9166666667,-16.9166666667
"Ndyuka","ndyu1242","Creoles and Pidgins","other",4.5,-54.5
"Newari (Kathmandu)","newa1246","Mahakiranti","Sino-Tibetan",27.6666666667,85.5
"Nez Perce","nezp1238","Sahaptian","Penutian",46.0,-116.0
"Nganasan","ngan1291","Samoyedic","Uralic",71.0,93.0
"Ngizim","ngiz1242","West Chadic","Afro-Asiatic",12.0833333333,10.9166666667
"Nahuatl (North Puebla)","nort2957","Aztecan","Uto-Aztecan",20.0,-98.25
"Nahuatl (Tetelcingo)","tete1251","Aztecan","Uto-Aztecan",19.6666666667,-99.0
"Nimboran","nucl1633","Nimboran","Nimboran",-2.5,140.166666667
"Nyishi","nyis1236","Tani","Sino-Tibetan",27.5,93.5
"Nivkh","gily1242","Nivkh","Nivkh",53.3333333333,142.0
"Nkore-Kiga","chig1238","Bantoid","Niger-Congo",-0.916666666667,29.8333333333
"Nyah Kur (Tha Pong)","nyah1250","Monic","Austro-Asiatic",15.6666666667,101.666666667
"Nambikuára (Southern)","sout2994","Nambikuaran","Nambikuaran",-14.0,-59.5
"Nancowry","cent1990","Nicobarese","Austro-Asiatic",8.05,93.5
"Nobiin","nobi1240","Nubian","Eastern Sudanic",21.0,31.0
