description,equivalence_class,frequency,id,in_inventories,name,pk,segment_class
LATIN SMALL LETTER SCRIPT G - LATIN LETTER DENTAL CLICK - LATIN SMALL LETTER X,ɡǀx,0.000628338,84D847563140DB64F68B28EC5BCDBFCF,2,ɡǀx,1847,consonant
LATIN SMALL LETTER SCRIPT G - LATIN LETTER LATERAL CLICK - LATIN SMALL LETTER X,ɡǁx,0.000628338,01FB02570641C35EBBC9B8188EE88A8C,2,ɡǁx,1851,consonant
LATIN SMALL LETTER K - LATIN LETTER DENTAL CLICK - LATIN SMALL LETTER X,kǀx,0.000628338,08FE09233E12E9B44CBB92DBD7AC43C0,2,kǀx,1871,consonant
LATIN SMALL LETTER K - LATIN LETTER LATERAL CLICK - LATIN SMALL LETTER X,kǁx,0.000628338,1FC7126B7567AA77B2C019B06C28E8EE,2,kǁx,1875,consonant
LATIN SMALL LETTER K - LATIN LETTER BILABIAL CLICK,kʘ,0.000628338,C19B683345CFDE009F5B6362C5762B42,2,kʘ,1883,consonant
LATIN SMALL LETTER K - LATIN LETTER LATERAL CLICK - MODIFIER LETTER APOSTROPHE,kǁ,0.000628338,457ACCCAC10A8E2FCD225B6653ABBA4C,2,kǁʼ,1938,consonant
LATIN SMALL LETTER K - LATIN LETTER RETROFLEX CLICK - MODIFIER LETTER APOSTROPHE,kǃ,0.000628338,882C43B0884E68786E983C79F4D52C65,2,kǃʼ,1941,consonant
LATIN SMALL LETTER B - GREEK SMALL LETTER BETA,bβ,0.000628338,259A4E4D17B10B4E5332CE7F4C962D7C,2,bβ,1956,consonant
LATIN SMALL LETTER ENG - MODIFIER LETTER SMALL H WITH HOOK,ŋ,0.000628338,78D27E3525651F8D505F5CDA46089C88,2,ŋʱ,1959,consonant
LATIN SMALL LETTER D - LATIN SMALL LETTER R WITH FISHHOOK,dɾ,0.000628338,65EF586A974AE9089ECD2B8882096BA4,2,dɾ,1980,consonant
LATIN SMALL LETTER N - LATIN SMALL LETTER D - LATIN SMALL LETTER R WITH FISHHOOK,ndɾ,0.000628338,6F076E16DEAAD7FE839B4BE4CBFFAF78,2,ndɾ,1981,consonant
LATIN SMALL LETTER T - LATIN SMALL LETTER R WITH FISHHOOK,tɾ,0.000628338,C3B7AABB0EC65B735D56CF7DDAF46244,2,tɾ,1982,consonant
LATIN SMALL LETTER D WITH TAIL - LATIN SMALL LETTER R WITH TAIL,ɖɽ,0.000628338,C71FB1B3194368A6354AFB67C94C50BC,2,ɖɽ,1985,consonant
LATIN SMALL LETTER T WITH RETROFLEX HOOK - LATIN SMALL LETTER R WITH TAIL,ʈɽ,0.000628338,5775BE5C6FBF94BF2788DB47E9746E38,2,ʈɽ,1987,consonant
LATIN SMALL LETTER M - LATIN SMALL LETTER P - MODIFIER LETTER SMALL J,mp,0.000628338,B20842B0CBD43B2C980DDE811FF07DEC,2,mpʲ,2002,consonant
LATIN SMALL LETTER SCRIPT G - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL J,ɡ,0.000628338,3E7F3BD0FDB7AC2A82E00F8EAB935528,2,ɡʷʲ,2014,consonant
LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL W,ɬ,0.000628338,73934AF12CB64DC4926C38E4BFC3ECE6,2,ɬʷ,2039,consonant
LATIN SMALL LETTER L - MODIFIER LETTER GLOTTAL STOP,l,0.000628338,CD3A14CC41D26F33A8D7DE865AD85A4A,2,lˀ,2045,consonant
LATIN SMALL LETTER Q - MODIFIER LETTER APOSTROPHE - MODIFIER LETTER TRIANGULAR COLON,q,0.000628338,23A361721F3FA488A38EFEDA346B5DE8,2,qʼː,2079,consonant
LATIN SMALL LETTER K - COMBINING RIGHT TACK BELOW,k,0.000628338,132465E7FE7AC8FEE3B2E1FBA2E5712D,2,k̙,2131,consonant
LATIN SMALL LETTER R WITH TAIL - COMBINING VERTICAL LINE BELOW,ɽ,0.000628338,CD54614282DCC16388470E19E197E6D5,2,ɽ̩,2144,consonant
MODIFIER LETTER SMALL H WITH HOOK - LATIN SMALL LETTER L,l,0.000628338,D03EAE39C00E4DB92DA03D20F8E7BD5D,2,ʱl,2148,consonant
MODIFIER LETTER SMALL H WITH HOOK - LATIN SMALL LETTER ENG,ŋ,0.000628338,47CBB8373638ABD1596A3439A9AAF076,2,ʱŋ,2149,consonant
LATIN SMALL LETTER L - COMBINING MINUS SIGN BELOW - MODIFIER LETTER RHOTIC HOOK,l,0.000628338,08A9EFEDDDDE024102936AE85730835B,2,l̠˞,2153,consonant
MODIFIER LETTER SMALL H WITH HOOK - LATIN SMALL LETTER W,w,0.000628338,E04A17BCE68CDB79E0F218B9BB5525F3,2,ʱw,2161,consonant
MODIFIER LETTER SMALL H - LATIN SMALL LETTER C,c,0.000628338,EA073B8979B09ED8556A43A266528935,2,ʰc,2182,consonant
MODIFIER LETTER SMALL H WITH HOOK - LATIN SMALL LETTER B,b,0.000628338,70E8D7392636CEEC35D40408549F187E,2,ʱb,2183,consonant
MODIFIER LETTER SMALL H WITH HOOK - LATIN SMALL LETTER J,j,0.000628338,29CC4B837E75D8184D710FE95A17D169,2,ʱj,2184,consonant
MODIFIER LETTER SMALL H WITH HOOK - LATIN SMALL LETTER DOTLESS J WITH STROKE,ɟ,0.000628338,D93AE94396A3286E6C21794985C4CDB1,2,ʱɟ,2185,consonant
LATIN SMALL LETTER P - MODIFIER LETTER SMALL W - MODIFIER LETTER APOSTROPHE,p,0.000628338,6ADCB174BD3E66C872E3F0867DE9ADA4,2,pʷʼ,2188,consonant
GREEK SMALL LETTER THETA - COMBINING BRIDGE BELOW,θ,0.000628338,59BD8976A93A1346E885CB973F12D8A9,2,θ̪,2199,consonant
LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - COMBINING SQUARE BELOW,s,0.000628338,F4839FB3A770608291D20275EB9C4D1F,2,s̪̻,2214,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - COMBINING SQUARE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - COMBINING SQUARE BELOW,ts,0.000628338,87D2D703593F46911FB76CE78C1C62D0,2,t̪̻s̪̻,2215,consonant
LATIN SMALL LETTER T - LATIN SMALL LETTER C WITH CURL - MODIFIER LETTER TRIANGULAR COLON,tɕ,0.000628338,A05508245BFC6025C6033613B7C4F08B,2,tɕː,2225,consonant
LATIN LETTER SMALL CAPITAL R - LATIN LETTER SMALL CAPITAL INVERTED R,ʀʁ,0.000628338,085FFE7382944A3DE6F3049C5048DE4B,2,ʀʁ,2308,consonant
LATIN SMALL LETTER L - MODIFIER LETTER SMALL J - MODIFIER LETTER TRIANGULAR COLON,l,0.000628338,3D65654D477D4E0E78D32BC22D96CEA7,2,lʲː,2339,consonant
LATIN SMALL LETTER N - MODIFIER LETTER SMALL J - MODIFIER LETTER TRIANGULAR COLON,n,0.000628338,0A673A941B274E39EB62E7C200E06CB1,2,nʲː,2343,consonant
LATIN SMALL LETTER S - MODIFIER LETTER SMALL J - MODIFIER LETTER TRIANGULAR COLON,s,0.000628338,B86FF44AA89E6BF5638D4D835D29C60E,2,sʲː,2348,consonant
LATIN SMALL LETTER L - COMBINING MINUS SIGN BELOW - MODIFIER LETTER SMALL J,l,0.000628338,F41EDBC62C179F718B3D20FB05C26147,2,l̠ʲ,2371,consonant
LATIN SMALL LETTER N - COMBINING MINUS SIGN BELOW - MODIFIER LETTER SMALL J,n,0.000628338,61E3F61F8CF1FB7491710BA8C627E03F,2,n̠ʲ,2373,consonant
LATIN SMALL LETTER P - MODIFIER LETTER SMALL GAMMA - MODIFIER LETTER SMALL H,p,0.000628338,ECDD3707963C687836819447EA5688C1,2,pˠʰ,2374,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL GAMMA - MODIFIER LETTER SMALL H,t,0.000628338,DF448B7B2AEAADF0D5F2B03DFE599F2C,2,t̪ˠʰ,2375,consonant
LATIN SMALL LETTER TURNED Y - MODIFIER LETTER TRIANGULAR COLON,ʎ,0.000628338,74915508CBD87E70CD21AA2EE1275D6A,2,ʎː,2378,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER TRIANGULAR COLON,ts,0.000628338,C06E4D42E3C85909A7BFB6139BC3CE88,2,t̪s̪ː,2380,consonant
LATIN SMALL LETTER C WITH CURL - COMBINING PLUS SIGN BELOW,ɕ,0.000628338,511A700E92A4E9CC51EA6D65030B95AE,2,ɕ̟,2402,consonant
GREEK SMALL LETTER BETA - MODIFIER LETTER TRIANGULAR COLON,β,0.000628338,864B1E810E9C0D0F15C3BD2E9A64E6D1,2,βː,2448,consonant
LATIN SMALL LETTER EZH - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,ʒ,0.000628338,7E342474955341DB242D2DF2B4E02EA6,2,ʒˤ,2486,consonant
LATIN SMALL LETTER TURNED Y - COMBINING PLUS SIGN BELOW - COMBINING RING BELOW,ʎ,0.000628338,6D14434F05475BB58E79E365F01C1DDB,2,ʎ̟̥,2488,consonant
LATIN SMALL LETTER N WITH LEFT HOOK - COMBINING PLUS SIGN BELOW - COMBINING RING BELOW,ɲ,0.000628338,3137C76C1D9CEE82DFDEDC7ED3F3296A,2,ɲ̟̥,2489,consonant
LATIN SMALL LETTER T - LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER TRIANGULAR COLON,tɬ,0.000628338,77EF33A8C28755700BB158FDC197BCA4,2,tɬː,2510,consonant
LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL GAMMA,ɬ,0.000628338,ABABF1A1977521E9C86A890D7F619435,2,ɬˠ,2521,consonant
LATIN SMALL LETTER X - COMBINING MINUS SIGN BELOW,x,0.000628338,6163EC215FC39E4DB553EA97E640CAF4,2,x̠,2542,consonant
LATIN SMALL LETTER M - COMBINING RING BELOW - MODIFIER LETTER SMALL J,m,0.000628338,27888357859BC83C08FB242748A00094,2,m̥ʲ,2579,consonant
LATIN SMALL LETTER R - COMBINING RING BELOW - MODIFIER LETTER SMALL J,r,0.000628338,D4A8CFC505A410AF736524C1C45B48B3,2,r̥ʲ,2588,consonant
LATIN SMALL LETTER EZH - COMBINING RING ABOVE,ʒ,0.000628338,01393D6E44C319D68D2543E4DD8374CC,2,ʒ̊,2612,consonant
LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,tʃ,0.000628338,C7AE935851C7BF75BA9321C6946A1F72,2,t̠ʃˤ,2626,consonant
LATIN SMALL LETTER S - COMBINING MINUS SIGN BELOW,s,0.000628338,5D3AB34D19BE7E319369F0328CB3CB7D,2,s̠,2646,consonant
SUPERSCRIPT LATIN SMALL LETTER N - LATIN SMALL LETTER D - COMBINING BRIDGE BELOW,ⁿd,0.000628338,BFCD449BBF57BE4809FF4D84121E5C15,2,ⁿd̪,2675,consonant
LATIN SMALL LETTER Q - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,q,0.000628338,65956513B771EA6D95E95606D26535E0,2,qˤ,2694,consonant
LATIN SMALL LETTER ESH WITH CURL - MODIFIER LETTER SMALL W,ʆ,0.000628338,8C27AF2D10023E98ADC514E38D24AF40,2,ʆʷ,2723,consonant
LATIN SMALL LETTER EZH WITH CURL - MODIFIER LETTER SMALL W,ʓ,0.000628338,118C5E173F8BF631AB7FEFCE9623A6F7,2,ʓʷ,2727,consonant
LATIN SMALL LETTER L - MODIFIER LETTER SMALL H,l,0.000628338,A8CED2E4A5592B53B732621548B1936E,2,lʰ,2743,consonant
LATIN SMALL LETTER N - MODIFIER LETTER SMALL H,n,0.000628338,D65EBBAFD34504CB6774F0BDBA8A6448,2,nʰ,2745,consonant
LATIN SMALL LETTER R - MODIFIER LETTER SMALL H,r,0.000628338,084BF48A663345EF3DF272BEB6AE09F3,2,rʰ,2747,consonant
LATIN SMALL LETTER R WITH TAIL - MODIFIER LETTER SMALL H,ɽ,0.000628338,A19DB8A0D409CAA50B050C055A189D44,2,ɽʰ,2748,consonant
LATIN SMALL LETTER Q - GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL H - MODIFIER LETTER TRIANGULAR COLON,qχ,0.000628338,43244AA9786EBF7C8CE65459BBC97DBB,2,qχʰː,2791,consonant
LATIN SMALL LETTER EZH - COMBINING INVERTED BRIDGE BELOW,ʒ,0.000628338,5108634781804B29A8C6E255FDB5D777,2,ʒ̺,2806,consonant
LATIN SMALL LETTER D - COMBINING BRIDGE BELOW - COMBINING RING BELOW,d,0.000628338,9FF6BB8D6877335379E223CACA15FD5E,2,d̪̥,2847,consonant
LATIN SMALL LETTER D - COMBINING SQUARE BELOW - COMBINING DIAERESIS BELOW - MODIFIER LETTER SMALL H WITH HOOK,d,0.000628338,215333729B71CB237B3C5EE04BBBA095,2,d̻̤ʱ,2854,consonant
LATIN SMALL LETTER R WITH TAIL - COMBINING DIAERESIS BELOW - MODIFIER LETTER SMALL H WITH HOOK,ɽ,0.000628338,FE3AE9D8BF5E93B23AA35CBFC56656CD,2,ɽ̤ʱ,2855,consonant
LATIN LETTER SMALL CAPITAL INVERTED R - MODIFIER LETTER SMALL J,ʁ,0.000628338,0EACCED1E4785A8FA2E186FA5DF075D5,2,ʁʲ,2861,consonant
LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH WITH CURL - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL H,tʆ,0.000628338,3085A6ACCC015820662C8940894C4C07,2,t̠ʆʷʰ,2862,consonant
LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH WITH CURL - MODIFIER LETTER SMALL W - MODIFIER LETTER APOSTROPHE,tʆ,0.000628338,9D693DF23E0D220EB5461470102B1109,2,t̠ʆʷʼ,2863,consonant
LATIN SMALL LETTER TURNED H - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,ɥ,0.000628338,B8F550A378C2D29F3F6D4CAC90C9CDCB,2,ɥˤ,2864,consonant
LATIN SMALL LETTER TURNED R - COMBINING BRIDGE BELOW - COMBINING RIGHT HALF RING BELOW - COMBINING VERTICAL LINE BELOW,ɹ,0.000628338,F8606137076E00B3F791E56C1FA3EE78,2,ɹ̪̹̩,2898,consonant
LATIN SMALL LETTER TURNED R WITH HOOK - COMBINING VERTICAL LINE BELOW,ɻ,0.000628338,283B7FCD00DCA1BE06C3D5940A0CECEB,2,ɻ̩,2900,consonant
SUPERSCRIPT LATIN SMALL LETTER N - LATIN SMALL LETTER T WITH RETROFLEX HOOK - MODIFIER LETTER SMALL H,ⁿʈ,0.000628338,5492CDF0F81AFA22DD077AD66E357E3D,2,ⁿʈʰ,2913,consonant
MODIFIER LETTER APOSTROPHE - LATIN SMALL LETTER J,j,0.000628338,D7432E950AB69CA90BC2DD0CCAFBAD61,2,ʼj,2915,consonant
MODIFIER LETTER APOSTROPHE - LATIN SMALL LETTER N WITH LEFT HOOK,ɲ,0.000628338,A4C58AE6230058AC8394F35AE720331F,2,ʼɲ,2917,consonant
MODIFIER LETTER APOSTROPHE - LATIN SMALL LETTER ENG,ŋ,0.000628338,3D0E38E6AA9C5BF6C4AC8B52FBE738E6,2,ʼŋ,2918,consonant
MODIFIER LETTER APOSTROPHE - LATIN SMALL LETTER W,w,0.000628338,62A658A3F67323555D9EB12A10934CCE,2,ʼw,2921,consonant
LATIN LETTER SMALL CAPITAL G - LATIN LETTER SMALL CAPITAL INVERTED R,ɢʁ,0.000628338,7D61174F9284D797E05C6D5AC300047E,2,ɢʁ,2980,consonant
LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL J - MODIFIER LETTER SMALL H,t,0.000628338,FF33E256EB41085C7B84871FA6406E5B,2,t̪ʲʰ,2984,consonant
LATIN LETTER SMALL CAPITAL G - COMBINING RING BELOW,ɢ,0.000628338,4C15E57C7BFCC103EDEA3C5CADC3539F,2,ɢ̥,2989,consonant
SUPERSCRIPT LATIN SMALL LETTER N - LATIN SMALL LETTER D - COMBINING BRIDGE BELOW - LATIN SMALL LETTER Z - COMBINING BRIDGE BELOW,ⁿdz,0.000628338,E4729B7E36F43151CCA1F117B200AA72,2,ⁿd̪z̪,3027,consonant
LATIN SMALL LETTER Z WITH RETROFLEX HOOK - MODIFIER LETTER SMALL J,ʐ,0.000628338,31481D6B3725CD2D5201D7A956EC61B1,2,ʐʲ,3101,consonant
LATIN SMALL LETTER D - LATIN SMALL LETTER Z - COMBINING SQUARE BELOW,dz,0.000628338,C34800072948D1140C79C14FA773A6D3,2,dz̻,3108,consonant
LATIN SMALL LETTER TURNED R WITH HOOK - COMBINING RING ABOVE,ɻ,0.000628338,262C85A8059DD9B2E59369BE1A283B72,2,ɻ̊,3120,consonant
LATIN SMALL LETTER K - COMBINING DOUBLE VERTICAL LINE BELOW - MODIFIER LETTER SMALL W,k,0.000314169,BD268DF0692900D2F893977D115E9B78,1,k͈ʷ,66,consonant
LATIN SMALL LETTER Q - COMBINING DOUBLE VERTICAL LINE BELOW,q,0.000314169,26013FB332CF0BE71214B7931073BEFF,1,q͈,73,consonant
LATIN SMALL LETTER Q - COMBINING DOUBLE VERTICAL LINE BELOW - MODIFIER LETTER SMALL W,q,0.000314169,C749F95225239FC24D4A30336D874577,1,q͈ʷ,75,consonant
LATIN SMALL LETTER S - COMBINING DOUBLE VERTICAL LINE BELOW,s,0.000314169,2ABD945579E027CB41F69A6CFF957108,1,s͈,80,consonant
LATIN SMALL LETTER ESH - COMBINING DOUBLE VERTICAL LINE BELOW,ʃ,0.000314169,B705DEA8FD3650C5FCF8B1C9B6AA7ED9,1,ʃ͈,82,consonant
LATIN SMALL LETTER ESH - COMBINING DOUBLE VERTICAL LINE BELOW - MODIFIER LETTER SMALL W,ʃ,0.000314169,27576040F496A94ABFDBED4A8A2B335B,1,ʃ͈ʷ,84,consonant
LATIN SMALL LETTER T - COMBINING DOUBLE VERTICAL LINE BELOW - LATIN SMALL LETTER S,ts,0.000314169,4E46C273A792BEDB9FA8AECFF337E31C,1,t͈s,86,consonant
LATIN SMALL LETTER T - COMBINING DOUBLE VERTICAL LINE BELOW - LATIN SMALL LETTER S - MODIFIER LETTER SMALL W,ts,0.000314169,B63FEEF52B9E1ABA6EC843C4A58C756D,1,t͈sʷ,88,consonant
LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - COMBINING DOUBLE VERTICAL LINE BELOW - LATIN SMALL LETTER ESH,tʃ,0.000314169,961E5EE7C7D29AA4B75F53321D686803,1,t̠͈ʃ,92,consonant
LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - COMBINING DOUBLE VERTICAL LINE BELOW - LATIN SMALL LETTER ESH - MODIFIER LETTER SMALL W,tʃ,0.000314169,053C76BEF448ADAAFF121D3A2417DF5D,1,t̠͈ʃʷ,93,consonant
LATIN SMALL LETTER X - COMBINING DOUBLE VERTICAL LINE BELOW,x,0.000314169,65A2A98D5831A675356CA6D0AB9F73AC,1,x͈,99,consonant
LATIN SMALL LETTER X - COMBINING DOUBLE VERTICAL LINE BELOW - MODIFIER LETTER SMALL W,x,0.000314169,880758BD5ED63807802C1F6642E8BA81,1,x͈ʷ,101,consonant
GREEK SMALL LETTER CHI - COMBINING DOUBLE VERTICAL LINE BELOW,χ,0.000314169,E9371402620AF8436610DD6992BD6C1E,1,χ͈,105,consonant
GREEK SMALL LETTER CHI - COMBINING DOUBLE VERTICAL LINE BELOW - MODIFIER LETTER SMALL W,χ,0.000314169,17BDE6F898F295650E138E67E1A08E19,1,χ͈ʷ,107,consonant
LATIN SMALL LETTER SCRIPT G - COMBINING PLUS SIGN BELOW - MODIFIER LETTER SMALL J,ɡ,0.000314169,A75CBBD9298B4A64E9E1D2E5F7E93EC2,1,ɡ̟ʲ,116,consonant
LATIN SMALL LETTER GAMMA - COMBINING PLUS SIGN BELOW - MODIFIER LETTER SMALL J,ɣ,0.000314169,64BE904ADBB13847AFFE6ACB03371049,1,ɣ̟ʲ,118,consonant
LATIN SMALL LETTER J WITH CROSSED-TAIL - COMBINING PLUS SIGN BELOW,ʝ,0.000314169,FBC318499AE630AC597F813B3DE2F87A,1,ʝ̟,120,consonant
LATIN SMALL LETTER K - COMBINING PLUS SIGN BELOW - MODIFIER LETTER SMALL J - MODIFIER LETTER SMALL H,k,0.000314169,85B5166682FD88E2D0FFE59E8C158F61,1,k̟ʲʰ,121,consonant
LATIN SMALL LETTER K - COMBINING PLUS SIGN BELOW - MODIFIER LETTER SMALL J - MODIFIER LETTER APOSTROPHE,k,0.000314169,B06A1427BEDBE2BB37AF458556E568BB,1,k̟ʲʼ,122,consonant
LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL J - MODIFIER LETTER APOSTROPHE,ɬ,0.000314169,B2F9334D1BEF5CB7DFB2AE2ED9B4F5CD,1,ɬʲʼ,124,consonant
LATIN SMALL LETTER T - COMBINING SQUARE BELOW - MODIFIER LETTER APOSTROPHE,t,0.000314169,CDF158D18462B5A7E189D5D1CBD916BE,1,t̻ʼ,139,consonant
LATIN SMALL LETTER X - COMBINING PLUS SIGN BELOW - MODIFIER LETTER SMALL J,x,0.000314169,EB252A154777E7970835754CF71D5013,1,x̟ʲ,141,consonant
LATIN SMALL LETTER L WITH RETROFLEX HOOK - MODIFIER LETTER TRIANGULAR COLON,ɭ,0.000314169,7DCF86CCBEEB367764BC474D32A221F0,1,ɭː,213,consonant
MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER EZH,dʒ,0.000314169,1AC33796316C312A6A1831C8E17F0919,1,ˀd̠ʒ,226,consonant
MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER D WITH TAIL,ɖ,0.000314169,5BD3FDCBC25542355A7CECD162906C70,1,ˀɖ,227,consonant
MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER SCRIPT G,ɡ,0.000314169,CEF20A28023D4C43DE4B2BAC93FD09A1,1,ˀɡ,228,consonant
LATIN SMALL LETTER W - MODIFIER LETTER RHOTIC HOOK,w,0.000314169,A32E6C43244DD13A8D0CC5BEE2D89D11,1,w˞,299,consonant
LATIN SMALL LETTER ENG - LATIN SMALL LETTER SCRIPT G - COMBINING PLUS SIGN BELOW,ŋɡ,0.000314169,04B4FE9FC310B4DBEC2DC4602F0F7717,1,ŋɡ̟,316,consonant
LATIN SMALL LETTER ENG - MODIFIER LETTER GLOTTAL STOP,ŋ,0.000314169,B04336AA155C069DB345D3D413CF209C,1,ŋˀ,341,consonant
LATIN SMALL LETTER D WITH TAIL - LATIN SMALL LETTER R - COMBINING MINUS SIGN BELOW,ɖr,0.000314169,90343EAC6A2341C2DB27F5CDBDA38BBE,1,ɖr̠,368,consonant
LATIN SMALL LETTER N WITH RETROFLEX HOOK - LATIN SMALL LETTER D WITH TAIL - LATIN SMALL LETTER R - COMBINING MINUS SIGN BELOW,ɳɖr,0.000314169,75E779177D614451E5497DDD599BA165,1,ɳɖr̠,373,consonant
LATIN SMALL LETTER N WITH RETROFLEX HOOK - LATIN SMALL LETTER T WITH RETROFLEX HOOK - LATIN SMALL LETTER R - COMBINING MINUS SIGN BELOW - COMBINING RING BELOW,ɳʈr,0.000314169,7E73D9EEB810BF27B5ED62509FAD66D1,1,ɳʈr̠̥,374,consonant
LATIN SMALL LETTER T WITH RETROFLEX HOOK - LATIN SMALL LETTER R - COMBINING MINUS SIGN BELOW - COMBINING RING BELOW,ʈr,0.000314169,2AFD1A694F0AB73F83D9222F03646761,1,ʈr̠̥,376,consonant
LATIN SMALL LETTER B - COMBINING DOUBLE VERTICAL LINE BELOW,b,0.000314169,BE64478019DD997105221D8F7F400F0F,1,b͈,378,consonant
LATIN SMALL LETTER D - COMBINING DOUBLE VERTICAL LINE BELOW,d,0.000314169,4AC4A83643516025A955EEBAAE9580B1,1,d͈,379,consonant
LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - COMBINING DOUBLE VERTICAL LINE BELOW - LATIN SMALL LETTER EZH,dʒ,0.000314169,B34B2931282822FFBA0224CA5AE391C1,1,d̠͈ʒ,380,consonant
LATIN SMALL LETTER D - COMBINING BRIDGE BELOW - COMBINING DIAERESIS BELOW - COMBINING RING BELOW,d,0.000314169,5E056D01F9CDE811011542A7BCDD8EC0,1,d̪̤̥,386,consonant
LATIN SMALL LETTER M - COMBINING RING BELOW - MODIFIER LETTER SMALL W,m,0.000314169,5C9827BCB577245C66FE669DA3B713B8,1,m̥ʷ,390,consonant
LATIN SMALL LETTER N WITH LEFT HOOK - COMBINING PLUS SIGN BELOW - LATIN SMALL LETTER J WITH CROSSED-TAIL - COMBINING PLUS SIGN BELOW,ɲʝ,0.000314169,A218699A3F3C536DCC48CD5BDEF31D28,1,ɲ̟ʝ̟,400,consonant
LATIN LETTER SMALL CAPITAL N - MODIFIER LETTER TRIANGULAR COLON,ɴ,0.000314169,B74865AF6B7E09A0D2EC12CF76DD87B4,1,ɴː,411,consonant
LATIN SMALL LETTER K - LATIN SMALL LETTER X - MODIFIER LETTER SMALL W,kx,0.000314169,2873695B643864CD4D2ABDB8A28C4926,1,kxʷ,421,consonant
LATIN SMALL LETTER T - COMBINING SQUARE BELOW - LATIN SMALL LETTER S - COMBINING SQUARE BELOW - MODIFIER LETTER SMALL H,ts,0.000314169,610491FFF6ADD9B96F79F33B1AA47BC1,1,t̻s̻ʰ,432,consonant
LATIN SMALL LETTER P - COMBINING DOUBLE VERTICAL LINE BELOW - MODIFIER LETTER TRIANGULAR COLON,p,0.000314169,49992EC2750127732C1203C607E9F642,1,p͈ː,439,consonant
LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - COMBINING DOUBLE VERTICAL LINE BELOW - LATIN SMALL LETTER ESH - MODIFIER LETTER TRIANGULAR COLON,tʃ,0.000314169,B29242C3C9C4C5DB8F00C99F88598A2C,1,t̠͈ʃː,443,consonant
LATIN SMALL LETTER L - COMBINING SQUARE BELOW - COMBINING TILDE BELOW,l,0.000314169,973F4B2088CF1BE563AF25E8500F1DE1,1,l̻̰,460,consonant
LATIN SMALL LETTER T - COMBINING LEFT ANGLE BELOW - LATIN SMALL LETTER S,ts,0.000314169,D9315A72651036C23D2CBBCDA259895D,1,t͉s,473,consonant
LATIN SMALL LETTER S - COMBINING SQUARE BELOW - GREEK SMALL LETTER THETA,sθ,0.000314169,14F8F686B13B38C9A3039543BA8D811A,1,s̻θ,475,consonant
LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - MODIFIER LETTER TRIANGULAR COLON - LATIN SMALL LETTER ESH,tʃ,0.000314169,672F02FD68ABF4DAB9DFE9D68A7F47E4,1,t̠ːʃ,476,consonant
LATIN SMALL LETTER L WITH BELT - COMBINING SQUARE BELOW,ɬ,0.000314169,C41A2F5B6780362637540D1DBDF0010C,1,ɬ̻,477,consonant
LATIN SMALL LETTER X - LATIN SMALL LETTER H,xh,0.000314169,86FE39C078751DA20E9475073F2A1341,1,xh,488,consonant
MODIFIER LETTER SMALL H - LATIN SMALL LETTER Q,q,0.000314169,BE3FBDCDEA9292CD04631CCB4D9076C2,1,ʰq,497,consonant
LATIN SMALL LETTER TURNED R WITH LONG LEG - MODIFIER LETTER TRIANGULAR COLON,ɺ,0.000314169,340EC893F996D5F1F9A0D3426384DE7B,1,ɺː,522,consonant
LATIN SMALL LETTER Z - COMBINING DOWN TACK BELOW - COMBINING VERTICAL LINE BELOW - MODIFIER LETTER SMALL GAMMA,z,0.000314169,F095F67988D1EE8A02F7CAFA81A319FB,1,z̞̩ˠ,531,consonant
